Tokenizing,Stemming
"['saya', 'orang', 'pertama', 'yang', 'di', 'telepon', 'olwh', 'pihak', 'kredivo', 'soal', 'program', 'kartu', 'flexi', 'saya', 'setuju', 'dan', 'mengajukan', 'sudah', 'pernah', 'transaksi', 'dengan', 'flexi', 'card', 'juga', 'tapi', 'semalam', 'saya', 'ingin', 'transaksi', 'dengan', 'kartu', 'flexi', 'di', 'mesin', 'edc', 'ko', 'gagal', 'pas', 'saya', 'cek', 'tidak', 'ada', 'menu', 'tampilan', 'kartu', 'flexi', 'cuman', 'ada', 'menu', 'pengajuan', 'kartu', 'flexi', 'loh', 'ko', 'aneh', 'ya']",saya orang pertama yang di telepon olwh pihak kredivo soal program kartu flexi saya tuju dan aju sudah pernah transaksi dengan flexi card juga tapi malam saya ingin transaksi dengan kartu flexi di mesin edc ko gagal pas saya cek tidak ada menu tampil kartu flexi cuman ada menu aju kartu flexi loh ko aneh ya
['susah'],susah
"['sangat', 'membantu', 'mudah', 'di', 'gunakan', 'pinjaman', 'dana', 'cepat', 'dan', 'bunga', 'sangat', 'rendah', 'aplikasi', 'kredivo', 'sangat', 'recommend', 'bgt', 'ga', 'ada', 'kendala', 'apapun', 'tidak', 'di', 'persulit', 'dalam', 'pengajuan', 'dan', 'paylater', 'belanja', 'aman', 'dan', 'sangat', 'puas', 'menggunakan', 'kredivo']",sangat bantu mudah di guna pinjam dana cepat dan bunga sangat rendah aplikasi kredivo sangat recommend bgt ga ada kendala apa tidak di sulit dalam aju dan paylater belanja aman dan sangat puas guna kredivo
"['respon', 'cepat']",respon cepat
"['saya', 'melakukan', 'pemblokiran', 'akun', 'dan', 'melakukan', 'penghapusan', 'aplikasi', 'karna', 'akun', 'saya', 'tidak', 'bisa', 'ditutup', 'mau', 'pun', 'digunakan', 'jika', 'ada', 'hal', 'hal', 'yang', 'berkaitan', 'penyalahgunaan', 'data', 'pada', 'akun', 'saya', 'akan', 'saya', 'melaporkan', 'pada', 'pihak', 'berwajib']",saya laku blokir akun dan laku hapus aplikasi karna akun saya tidak bisa tutup mau pun guna jika ada hal hal yang kait penyalahgunaan data pada akun saya akan saya lapor pada pihak wajib
"['bagi', 'saya', 'kredivo', 'sgt', 'membantu', 'asal', 'kita', 'juga', 'sbg', 'pengguna', 'melaksanakan', 'aturan', 'nya']",bagi saya kredivo sgt bantu asal kita juga sbg guna laksana atur nya
['baik'],baik
['okh'],okh
"['aplikasi', 'kredit', 'terbaik', 'bunga', 'rendah', 'banyak', 'pilihan', 'cicilan', 'hingga', 'bulan', 'sangat', 'membantu', 'bisa', 'belanja', 'di', 'alfa', 'indo', 'di', 'mal', 'dengan', 'qris', 'belanja', 'di', 'shoppe', 'tokped', 'byr', 'listrik', 'pulsa', 'dll', 'semua', 'kebutuhan', 'saya', 'ada', 'disini', 'lebih', 'mudah', 'pokok', 'nya', 'nyaman', 'deh']",aplikasi kredit baik bunga rendah banyak pilih cicil hingga bulan sangat bantu bisa belanja di alfa indo di mal dengan qris belanja di shoppe tokped byr listrik pulsa dll semua butuh saya ada sini lebih mudah pokok nya nyaman deh
"['heran', 'selalu', 'bayar', 'semua', 'tagihan', 'tepat', 'waktu', 'dan', 'seblum', 'jatuh', 'tempo', 'malah', 'tidak', 'bisa', 'di', 'pakai', 'alasan', 'transaksi', 'tidak', 'aman', 'demi', 'keamanan', 'akun', 'heran', 'maksud', 'kelen', 'apa', 'tlfn', 'cs', 'malah', 'gak', 'ada', 'jawaban']",heran selalu bayar semua tagih tepat waktu dan seblum jatuh tempo malah tidak bisa di pakai alas transaksi tidak aman demi aman akun heran maksud kelen apa tlfn cs malah gak ada jawab
"['aplikasi', 'sangat', 'membantu']",aplikasi sangat bantu
"['kasih', 'bintang', 'dulu', 'tolong', 'pihak', 'kredivo', 'tim', 'analis', 'saya', 'kredivo', 'sdh', 'tidak', 'punya', 'hutang', 'bahkan', 'yg', 'blm', 'jatuh', 'tempo', 'sdh', 'saya', 'bayar', 'lunas', 'knp', 'saya', 'tidak', 'bisa', 'gunakan', 'transaksi', 'apapun', 'limit', 'ada', 'tapi', 'transaksi', 'tidak', 'bisa', 'gunakan', 'mengecewakan', 'nasabah', 'aja', 'payah', 'sistemnya', 'upgrade', 'sdh']",kasih bintang dulu tolong pihak kredivo tim analis saya kredivo sdh tidak punya hutang bahkan yg blm jatuh tempo sdh saya bayar lunas knp saya tidak bisa guna transaksi apa limit ada tapi transaksi tidak bisa guna kecewa nasabah aja payah sistem upgrade sdh
['keren'],keren
"['no', 'hp', 'ko', 'bs', 'di', 'ketahui', 'pihak', 'manapun', 'khususnya', 'para', 'pinjol', 'ko', 'bs', 'ya', 'sdngkan', 'no', 'saya', 'awalnya', 'cm', 'di', 'apk', 'ini', 'aja', 'untuk', 'kredivo', 'tolonglah', 'no', 'hp', 'nama', 'serta', 'alamat', 'di', 'privasi', 'krn', 'sangat', 'mengganggu', 'sekali', 'setiap', 'hari', 'hampir', 'kali', 'ada', 'yg', 'telpon', 'menawarkan', 'berbagai', 'pinjaman']",no hp ko bs di tahu pihak mana khusus para pinjol ko bs ya sdngkan no saya awal cm di apk ini aja untuk kredivo tolong no hp nama serta alamat di privasi krn sangat ganggu sekali tiap hari hampir kali ada yg telpon tawar bagai pinjam
"['terimakasih', 'kredivo', 'yang', 'sudah', 'membantuku', 'selama', 'ini', 'proses', 'cepat', 'dan', 'pencairan', 'tunai', 'pun', 'cepat', 'smga', 'bisa', 'dipertahankan', 'dan', 'jadi', 'lbh', 'baik', 'lagi']",terimakasih kredivo yang sudah bantu lama ini proses cepat dan cair tunai pun cepat smga bisa tahan dan jadi lbh baik lagi
"['burik', 'udah', 'di', 'bayar', 'juga', 'mau', 'transaksi', 'lagi', 'malah', 'gak', 'bisa', 'parah', 'banget', 'transaksi', 'tidak', 'sah', 'untuk', 'apa', 'coba', 'di', 'kasih', 'limit', 'tapi', 'gak', 'bisa', 'di', 'pake', 'mending', 'hapus', 'aja', 'ribet']",burik udah di bayar juga mau transaksi lagi malah gak bisa parah banget transaksi tidak sah untuk apa coba di kasih limit tapi gak bisa di pake mending hapus aja ribet
"['sangat', 'membantu']",sangat bantu
"['tiba', 'tiba', 'di', 'blokir', 'pembayaran', 'selalu', 'tepat', 'waktu', 'aplikasi', 'aneh']",tiba tiba di blokir bayar selalu tepat waktu aplikasi aneh
"['sangat', 'membantu', 'ayo', 'turunkan', 'bunganya', 'jangan', 'tinggi', 'aplikasi', 'memudahkan', 'transaksi', 'dan', 'praktis', 'keren', 'lengkap', 'semua', 'kebutuhan', 'promo', 'banyakin', 'lagi', 'bunga', 'pinjaman', 'turunin', 'lah', 'biar', 'nyaman', 'dan', 'voucher', 'yg', 'lebih', 'membantu', 'terutama', 'discount', 'dan', 'cash', 'back']",sangat bantu ayo turun bunga jangan tinggi aplikasi mudah transaksi dan praktis keren lengkap semua butuh promo banyakin lagi bunga pinjam turunin lah biar nyaman dan voucher yg lebih bantu utama discount dan cash back
['membantu'],bantu
"['akun', 'saya', 'chindi', 'florencia', 'saya', 'kecewa', 'limit', 'jt', 'di', 'pakai', 'buat', 'beli', 'barang', 'transaksi', 'gak', 'bisa', 'alesannya', 'transaksi', 'mencurigakan', 'lalu', 'pakai', 'dana', 'instan', 'juga', 'gak', 'bisa', 'jadi', 'buat', 'apa', 'limit', 'saya', 'orang', 'mau', 'transaksi', 'di', 'bilang', 'mencurigakan', 'kalo', 'ga', 'percaya', 'ga', 'usah', 'kasih', 'limit', 'ke', 'saya', 'gimana', 'sih']",akun saya chindi florencia saya kecewa limit jt di pakai buat beli barang transaksi gak bisa alesannya transaksi curiga lalu pakai dana instan juga gak bisa jadi buat apa limit saya orang mau transaksi di bilang curiga kalo ga percaya ga usah kasih limit ke saya gimana sih
"['sekarang', 'benar', 'mengecewakan', 'nasabah', 'kredivo', 'pembayaran', 'selalu', 'awal', 'gk', 'pernah', 'telat', 'selalu', 'di', 'lunasin', 'di', 'awal', 'tapi', 'kredit', 'score', 'malah', 'turunin', 'dan', 'limit', 'benar', 'tidak', 'bisa', 'di', 'pakai', 'sama', 'sekali', 'ke', 'segala', 'transaksi', 'ini', 'maksudnya', 'apa']",sekarang benar kecewa nasabah kredivo bayar selalu awal gk pernah telat selalu di lunasin di awal tapi kredit score malah turunin dan limit benar tidak bisa di pakai sama sekali ke segala transaksi ini maksud apa
"['pembayaran', 'udah', 'tepat', 'waktu', 'tetap', 'saja', 'ngga', 'bisa', 'di', 'pakai', 'limit', 'nya', 'belum', 'pernah', 'pinjaman', 'aja', 'udah', 'susah', 'pakai', 'limit', 'apalagi', 'udah', 'ada', 'pinjaman', 'limit', 'segitu', 'gitu', 'aja', 'padahal', 'dari', 'awal', 'pake', 'kredivo', 'ini', 'bayar', 'tidak', 'pernah', 'telat', 'selalu', 'pas', 'jatuh', 'tempo', 'males', 'ngasih', 'bintang', 'kalo', 'limit', 'ngga', 'naik', 'di', 'tambah', 'ngga', 'bisa', 'di', 'gunain', 'sistem', 'macam', 'apa', 'orang', 'jujur', 'selalu', 'bayar', 'di', 'persulit', 'giliran', 'yang', 'telat', 'bayar', 'atau', 'ngga', 'sama', 'sekali', 'selalu', 'di', 'kasih', 'limit', 'besar']",bayar udah tepat waktu tetap saja ngga bisa di pakai limit nya belum pernah pinjam aja udah susah pakai limit apalagi udah ada pinjam limit segitu gitu aja padahal dari awal pake kredivo ini bayar tidak pernah telat selalu pas jatuh tempo males ngasih bintang kalo limit ngga naik di tambah ngga bisa di gunain sistem macam apa orang jujur selalu bayar di sulit gilir yang telat bayar atau ngga sama sekali selalu di kasih limit besar
"['aku', 'kasih', 'dlu', 'soalnya', 'limit', 'nya', 'tebatas', 'padahal', 'udah', 'lengkap', 'datanya']",aku kasih dlu soal limit nya tebatas padahal udah lengkap data
"['kredivo', 'terbaik', 'dan', 'selalu', 'akan', 'saya', 'gunakan', 'untuk', 'bertransaksi', 'sangat', 'membantu', 'untuk', 'belanja', 'on', 'line', 'token', 'pulsa', 'dan', 'paketan', 'data', 'aman', 'dan', 'terpercaya']",kredivo baik dan selalu akan saya guna untuk transaksi sangat bantu untuk belanja on line token pulsa dan paket data aman dan percaya
"['aplikasi', 'bunga', 'rendah', 'yg', 'sangat', 'membantu', 'penagihan', 'tidak', 'kasar', 'dan', 'hanya', 'mengingatkan', 'jd', 'kita', 'yg', 'harus', 'sadar', 'diri', 'semoga', 'kredivo', 'score', 'ku', 'bisa']",aplikasi bunga rendah yg sangat bantu tagih tidak kasar dan hanya ingat jd kita yg harus sadar diri moga kredivo score ku bisa
"['kredivo', 'mantul', 'mudah', 'sekali', 'mengajukan', 'pinjaman', 'tanpa', 'ribet', 'prosesnya', 'cepat', 'bisa', 'beli', 'pulsa', 'dan', 'token', 'juga', 'bisa', 'segalanya', 'deh', 'top', 'markotop', 'pokoknya']",kredivo mantul mudah sekali aju pinjam tanpa ribet proses cepat bisa beli pulsa dan token juga bisa segala deh top markotop pokok
"['aku', 'kasih', 'bintang', 'karena', 'aku', 'merasakan', 'sendiri', 'kemudahanya', 'dan', 'proses', 'cepat', 'meskipun', 'aku', 'cuma', 'transaksi', 'pakat', 'data', 'aja', 'karena', 'limit', 'blm', 'tersedia', 'untuk', 'dicairkan', 'mantap', 'kredivo']",aku kasih bintang karena aku rasa sendiri kemudahanya dan proses cepat meski aku cuma transaksi pakat data aja karena limit blm sedia untuk cair mantap kredivo
"['proses', 'cepat', 'tidak', 'sampai', 'menit', 'sangat', 'membantu', 'untuk', 'saya', 'pribadi', 'yg', 'sedang', 'membutuhkan', 'dana', 'saat', 'itu', 'juga', 'ini', 'pngalaman', 'prtama', 'saya', 'meminjam', 'di', 'kredivo', 'insyaallah', 'amanah', 'trimakasih', 'banyak', 'kredivo']",proses cepat tidak sampai menit sangat bantu untuk saya pribadi yg sedang butuh dana saat itu juga ini pngalaman prtama saya pinjam di kredivo insyaallah amanah trimakasih banyak kredivo
"['sangat', 'buruk', 'pembayaran', 'tidak', 'ada', 'yg', 'telat', 'cicilan', 'semuanya', 'di', 'bayarkan', 'sebelum', 'jauh', 'jatuh', 'tempo', 'kredi', 'score', 'akun', 'premium', 'tetapi', 'saat', 'ingin', 'melakukan', 'kredifazz', 'tidak', 'bisa', 'aneh', 'tidak', 'ada', 'feedback', 'nya', 'sama', 'sekali', 'ada', 'limit', 'ingin', 'di', 'gunakan', 'pun', 'tidak', 'bisa', 'bobrok']",sangat buruk bayar tidak ada yg telat cicil semua di bayar belum jauh jatuh tempo kredi score akun premium tetapi saat ingin laku kredifazz tidak bisa aneh tidak ada feedback nya sama sekali ada limit ingin di guna pun tidak bisa bobrok
"['harus', 'bintang', 'memang', 'karena', 'sangat', 'mudah', 'dalam', 'pengisian', 'datanya', 'dan', 'sangat', 'mudah', 'juga', 'untuk', 'mendapatkan', 'limitnya', 'sat', 'set', 'cair', 'thanks', 'kredivo']",harus bintang memang karena sangat mudah dalam isi data dan sangat mudah juga untuk dapat limit sat set cair thanks kredivo
"['scan', 'qris', 'gagal', 'kok', 'tagihan', 'nya', 'muncul', 'aneh', 'banget']",scan qris gagal kok tagih nya muncul aneh banget
"['baru', 'pertama', 'buka', 'kredivo', 'pengajuan', 'pinjaman', 'di', 'tolak', 'katanya', 'bulan', 'lagi', 'di', 'suruh', 'pengajuan', 'ulang', 'butuhnya', 'sekarang', 'kok', 'di', 'suruh', 'pengajuan', 'bulan', 'lagi', 'ternyata', 'pengajuan', 'pinjaman', 'di', 'kredivo', 'susah', 'guys']",baru pertama buka kredivo aju pinjam di tolak kata bulan lagi di suruh aju ulang butuh sekarang kok di suruh aju bulan lagi nyata aju pinjam di kredivo susah guys
"['sangat', 'membantu']",sangat bantu
"['sangat', 'buruk', 'penagihanya', 'saya', 'sudah', 'mau', 'koperatif', 'membayar', 'untuk', 'tagihan', 'yg', 'terakhir', 'tapi', 'gak', 'di', 'respon', 'mau', 'minta', 'keringanan', 'saya', 'ingin', 'membayarkan', 'pokok', 'nya', 'aja', 'gk', 'bisa', 'kalah', 'sama', 'kta', 'kilat', 'auto', 'galbay']",sangat buruk penagihanya saya sudah mau koperatif bayar untuk tagih yg akhir tapi gak di respon mau minta ringan saya ingin bayar pokok nya aja gk bisa kalah sama kta kilat auto galbay
"['sya', 'kasih', 'langsung', 'bintang', 'krn', 'pelayaannya', 'cepat', 'dan', 'langsung', 'acc', 'saya', 'akun', 'baru', 'coba', 'transaksi', 'awalnya', 'ngk', 'berhasil', 'dgn', 'tujuan', 'bank', 'nya', 'setelah', 'di', 'coba', 'beberapa', 'kali', 'akhirnya', 'berhasil', 'dan', 'di', 'acc', 'dgn', 'limit', 'yg', 'masuk', 'akal', 'dan', 'tidak', 'memerlukan', 'waktu', 'lama', 'mudah', 'an', 'ke', 'depannya', 'apabila', 'saya', 'sdah', 'lunas', 'bisa', 'mengajukan', 'kembali']",sya kasih langsung bintang krn pelayaannya cepat dan langsung acc saya akun baru coba transaksi awal ngk hasil dgn tuju bank nya telah di coba beberapa kali akhir hasil dan di acc dgn limit yg masuk akal dan tidak perlu waktu lama mudah an ke depan apabila saya sdah lunas bisa aju kembali
"['saya', 'juga', 'kecewa', 'kredivo', 'saya', 'telat', 'bayar', 'tidak', 'sampe', 'satu', 'bulan', 'trus', 'saya', 'lunasin', 'bayaran', 'setelah', 'itu', 'tidak', 'bisa', 'di', 'gunakan', 'lahi', 'kredivonya', 'kecewa', 'sangat']",saya juga kecewa kredivo saya telat bayar tidak sampe satu bulan trus saya lunasin bayar telah itu tidak bisa di guna lah kredivonya kecewa sangat
"['saya', 'kasih', 'bintang', 'dlu', 'ya', 'soal', 'limit', 'sya', 'msih', 'sisa', 'lumayan', 'banyak', 'tpi', 'kenapa', 'tidak', 'bisa', 'gunakan', 'dengan', 'alasan', 'keamanan', 'akun', 'sementara', 'tidak', 'bisa', 'gunakan', 'mau', 'nunggu', 'smpe', 'kpn', 'lama', 'biar', 'bisa', 'pergunakan', 'kembali', 'limit', 'sisa']",saya kasih bintang dlu ya soal limit sya msih sisa lumayan banyak tpi kenapa tidak bisa guna dengan alas aman akun sementara tidak bisa guna mau nunggu smpe kpn lama biar bisa guna kembali limit sisa
"['sangat', 'membantu', 'dalam', 'keadaan', 'darurat']",sangat bantu dalam ada darurat
"['aplikasi', 'sangat', 'bagus', 'saran', 'saya', 'tolong', 'di', 'tingkat', 'kan', 'limit', 'dan', 'tenornya', 'saya', 'kasih', 'bintang', 'moga', 'kredivo', 'tambah', 'sukses', 'dan', 'terpercaya', 'karena', 'pengajuannya', 'mudah', 'dan', 'cepat', 'sukses', 'selalu']",aplikasi sangat bagus saran saya tolong di tingkat kan limit dan tenor saya kasih bintang moga kredivo tambah sukses dan percaya karena aju mudah dan cepat sukses selalu
"['kredivo', 'selalu', 'yang', 'terbaik', 'is', 'the', 'best', 'bener', 'membantu', 'disaat', 'aku', 'butuh', 'makasih', 'banyak', 'walaupun', 'terkadang', 'saya', 'sering', 'lupa', 'dan', 'telat', 'bayar', 'terkendala', 'tapi', 'dendanya', 'tidak', 'sebanyak', 'pinjol', 'yang', 'lain', 'dan', 'kreditornya', 'juga', 'sopan', 'makasih', 'banyak', 'ya', 'kredivo', 'dan', 'admin', 'selalu', 'memberikan', 'keringanan', 'dan', 'maaf', 'karena', 'saya', 'terkadang', 'telat', 'melakukan', 'pembayaran']",kredivo selalu yang baik is the best bener bantu saat aku butuh makasih banyak walaupun terkadang saya sering lupa dan telat bayar kendala tapi denda tidak banyak pinjol yang lain dan kreditor juga sopan makasih banyak ya kredivo dan admin selalu beri ringan dan maaf karena saya terkadang telat laku bayar
"['aplikasi', 'nya', 'error', 'pada', 'pilihan', 'pulsa', 'ngedip', 'ngedip', 'trus', 'saat', 'lakukan', 'pembayaran', 'transaksi', 'gak', 'bisa', 'waduh', 'udah', 'di', 'restart', 'udah', 'di', 'lig', 'out', 'aplikasi', 'udah', 'di', 'hapus', 'tapi', 'masih', 'juga', 'ngedip', 'ngedip']",aplikasi nya error pada pilih pulsa ngedip ngedip trus saat laku bayar transaksi gak bisa waduh udah di restart udah di lig out aplikasi udah di hapus tapi masih juga ngedip ngedip
"['cara', 'tagihnya', 'tidak', 'sopan', 'terkesan', 'merendahkan']",cara tagih tidak sopan kes rendah
"['saya', 'tidak', 'pernah', 'telat', 'bayar', 'cicilan', 'malah', 'selalu', 'bayar', 'sebelum', 'tgl', 'yg', 'di', 'tentukan', 'tapi', 'kenapa', 'limit', 'saya', 'ga', 'pernah', 'naik', 'dan', 'fitur', 'cicilan', 'juga', 'ga', 'pernah', 'berubah', 'tetep', 'bulan', 'aja', 'setiap', 'mau', 'upgrade', 'selalu', 'gagal', 'terus', 'mohon', 'agar', 'di', 'tinjau', 'ulang', 'terima', 'kasih']",saya tidak pernah telat bayar cicil malah selalu bayar belum tgl yg di tentu tapi kenapa limit saya ga pernah naik dan fitur cicil juga ga pernah ubah tetep bulan aja tiap mau upgrade selalu gagal terus mohon agar di tinjau ulang terima kasih
"['kredivo', 'mengalihkan', 'saya', 'dari', 'kartu', 'kredit', 'promo', 'cc', 'emang', 'banyak', 'tpi', 'promo', 'kredivo', 'lebih', 'mudah', 'dipahami', 'penukarannya', 'hanya', 'pembagian', 'limit', 'yg', 'bikin', 'saya', 'pusing', 'saat', 'transaksi']",kredivo alih saya dari kartu kredit promo cc emang banyak tpi promo kredivo lebih mudah paham tukar hanya bagi limit yg bikin saya pusing saat transaksi
"['saya', 'sudah', 'sering', 'pakek', 'kredivo', 'belanja', 'pulsa', 'kredit', 'lain', 'tapi', 'ga', 'ada', 'masalah', 'selama', 'ini', 'pembayaran', 'pun', 'tidak', 'pernah', 'telat', 'limit', 'sudah', 'naik', 'malah', 'akun', 'di', 'blokir', 'gimana', 'sih', 'ga', 'jelas', 'bgt']",saya sudah sering pakek kredivo belanja pulsa kredit lain tapi ga ada masalah lama ini bayar pun tidak pernah telat limit sudah naik malah akun di blokir gimana sih ga jelas bgt
"['aplikasi', 'mantul', 'cepet', 'gk', 'ribet', '&', 'membantu', 'bgtgk', 'kyk', 'aplikasi', 'laen', 'yg', 'udh', 'masukin', 'data', 'tpnya', 'ditolak', 'bunganya', 'gj', 'muluk', 'sip', 'pokoknya', 'semoga', 'semakin', 'baik', '&', 'jaya']",aplikasi mantul cepet gk ribet  bantu bgtgk kyk aplikasi laen yg udh masukin data tpnya tolak bunga gj muluk sip pokok moga makin baik  jaya
"['kredipi', 'tiba', 'tiba', 'scor', 'saya', 'turun', 'padahal', 'saya', 'kalo', 'bayar', 'sebelum', 'jatuh', 'tempo', 'gak', 'pernah', 'telat', 'limit', 'jta', 'gak', 'bisa', 'pake', 'plsa', 'gak', 'bisa', 'padahal', 'kerdit', 'hp', 'saya', 'sama', 'pinjaman', 'uang', 'lancar', 'gak', 'pernah', 'telat', 'sama', 'sekali']",kredipi tiba tiba scor saya turun padahal saya kalo bayar belum jatuh tempo gak pernah telat limit jta gak bisa pake plsa gak bisa padahal kerdit hp saya sama pinjam uang lancar gak pernah telat sama sekali
"['sanggat', 'puas', 'denggan', 'adanya', 'aplikasi', 'ini', 'tapi', 'sayang', 'udah', 'tahun', 'transaksi', 'belum', 'juga', 'di', 'izinkan', 'untk', 'upgread', 'ke', 'akun', 'basic', 'premium']",sanggat puas denggan ada aplikasi ini tapi sayang udah tahun transaksi belum juga di izin untk upgread ke akun basic premium
"['semoga', 'ke', 'depan', 'nya', 'tambah', 'lbh', 'bae']",moga ke depan nya tambah lbh bae
"['heran', 'selalu', 'bayar', 'semua', 'tagihan', 'tepat', 'waktu', 'dan', 'seblum', 'jatuh', 'tempo', 'malah', 'tidak', 'bisa', 'di', 'pakai', 'alasan', 'transaksi', 'tidak', 'aman', 'demi', 'keamanan', 'akun', 'heran', 'maksud', 'kelen', 'apa', 'tlfn', 'cs', 'malah', 'gak', 'ada', 'jawaban']",heran selalu bayar semua tagih tepat waktu dan seblum jatuh tempo malah tidak bisa di pakai alas transaksi tidak aman demi aman akun heran maksud kelen apa tlfn cs malah gak ada jawab
"['limit', 'cukup', 'gak', 'bisa', 'transaksi', 'keterangan', 'limit', 'kurang', 'dari', 'jumlah', 'transaksi', 'padahal', 'limit', 'nya', 'cukup', 'pembayaran', 'gak', 'pernah', 'lewat', 'jatuh', 'tempo', 'sungguh', 'aneh']",limit cukup gak bisa transaksi terang limit kurang dari jumlah transaksi padahal limit nya cukup bayar gak pernah lewat jatuh tempo sungguh aneh
"['kak', 'apakah', 'bisa', 'naik', 'limited', 'nya', 'soal', 'udah', 'hampir', 'tahun', 'limited', 'nya', 'stak', 'di', 'tolong', 'dong', 'kak', 'tambahin', 'limited', 'nya', 'sebelum', 'jatu', 'tempo', 'sudah', 'saya', 'bayar', 'terimakasih', 'aplikasi', 'sangat', 'berguna']",kak apakah bisa naik limited nya soal udah hampir tahun limited nya stak di tolong dong kak tambahin limited nya belum jatu tempo sudah saya bayar terimakasih aplikasi sangat guna
"['sampai', 'saat', 'ini', 'tahun', 'saya', 'masih', 'aktif', 'bertransaksi', 'via', 'kredivo', 'dan', 'sangat', 'membantu', 'dan', 'saya', 'tetap', 'beri', 'bintang', 'smoga', 'menjelang', 'akhir', 'th', 'dapat', 'hadiah', 'kejutan', 'dari', 'kredivo', 'sukses', 'selalu', 'buat', 'kredivo', 'mantab']",sampai saat ini tahun saya masih aktif transaksi via kredivo dan sangat bantu dan saya tetap beri bintang smoga jelang akhir th dapat hadiah kejut dari kredivo sukses selalu buat kredivo mantab
