Tokenizing,Stemming
"['kenapa', 'limit', 'pada', 'aplikasi', 'bukalapak', 'paylater', 'by', 'kredivo', 'saya', 'tidak', 'dapat', 'digunakan', 'kembali', 'padahal', 'sudah', 'tidak', 'ada', 'tagihan']",kenapa limit pada aplikasi bukalapak paylater by kredivo saya tidak dapat guna kembali padahal sudah tidak ada tagih
"['sejauh', 'ini', 'sudah', 'bagus', 'yah', 'banyak', 'voucher', '&', 'sudah', 'banyak', 'membantu', 'perekonomian', 'saya', 'dan', 'keluarga', 'dari', 'limit', 'payletter', 'yg', 'saya', 'punya', 'saya', 'pakai', 'untuk', 'usaha', 'kredit', 'tapi', 'saya', 'bertanggung', 'jawab', 'penuh', 'utk', 'pembayaran', 'dan', 'saya', 'tidak', 'pernah', 'terlambat', 'bayar', 'semoga', 'kedepannya', 'limit', 'payletter', 'blh', 'bertambah']",jauh ini sudah bagus yah banyak voucher  sudah banyak bantu ekonomi saya dan keluarga dari limit payletter yg saya punya saya pakai untuk usaha kredit tapi saya tanggung jawab penuh utk bayar dan saya tidak pernah lambat bayar moga depan limit payletter blh tambah
"['fast', 'respon']",fast respon
"['ngebantu', 'banget', 'waktu', 'mepet', 'butuh', 'dana', 'barang', 'sat', 'set', 'ga', 'pake', 'lama', 'the', 'best', 'emang', 'kredivo', 'terus', 'naikin', 'limit', 'akunku', 'makin', 'cinta', 'dan', 'semangat', 'bayar', 'tepat', 'waktu']",ngebantu banget waktu mepet butuh dana barang sat set ga pake lama the best emang kredivo terus naikin limit akun makin cinta dan semangat bayar tepat waktu
"['tiba', 'di', 'tangguhkan', 'akun', 'saya', 'dengan', 'alasan', 'pembayaran', 'telat', 'kapan', 'saya', 'bayar', 'telat', 'malahan', 'saya', 'bayar', 'sebelum', 'jatuh', 'tempo', 'padahal', 'ini', 'aplikasi', 'udah', 'bagus', 'saya', 'nilai', 'bintang', 'tiba', 'akun', 'di', 'tangguhkan', 'maaf', 'jadi', 'alasannya', 'ga', 'jelas', 'sistem', 'ga', 'jelas']",tiba di tangguh akun saya dengan alas bayar telat kapan saya bayar telat malah saya bayar belum jatuh tempo padahal ini aplikasi udah bagus saya nilai bintang tiba akun di tangguh maaf jadi alas ga jelas sistem ga jelas
"['terimakasi', 'kredivo', 'dengan', 'adanya', 'aplikasi', 'ini', 'sangat', 'embantu', 'sekali', 'dimana', 'saja', 'kita', 'berada', 'gk', 'perlu', 'repot', 'kita', 'carik', 'konter', 'terdekat', 'untuk', 'mengisi', 'pulsa', 'apapun', 'disini', 'bisa', 'sekali', 'lgi', 'terimasi', 'kredivo', 'sukses', 'slalu']",terimakasi kredivo dengan ada aplikasi ini sangat embantu sekali mana saja kita ada gk perlu repot kita carik konter dekat untuk isi pulsa apa sini bisa sekali lgi rimas kredivo sukses slalu
"['mantep', 'sih', 'cuma', 'jangan', 'sampe', 'telat', 'aja', 'bayar', 'nya', 'tar', 'yg', 'ada', 'gk', 'bisa', 'untuk', 'pembayaran', 'bunga', 'nya', 'juga', 'rendah']",mantep sih cuma jangan sampe telat aja bayar nya tar yg ada gk bisa untuk bayar bunga nya juga rendah
"['wow', 'memang', 'bagus', 'banget', 'ni', 'kredivo', 'ny', 'ku', 'ajukan', 'pinjaman', 'langsung', 'cair', 'dan', 'bunga', 'ny', 'pun', 'sangat', 'rendah', 'klo', 'bisa', 'setiap', 'kali', 'pinjaman', 'jangan', 'ad', 'ad', 'admin', 'ny', 'klo', 'pertama', 'kali', 'gak', 'masalah', 'lah', 'tpi', 'buat', 'selanjutnya', 'nnti', 'banyak', 'yg', 'kecewa']",wow memang bagus banget ni kredivo ny ku aju pinjam langsung cair dan bunga ny pun sangat rendah klo bisa tiap kali pinjam jangan ad ad admin ny klo pertama kali gak masalah lah tpi buat lanjut nnti banyak yg kecewa
"['mantap', 'banget', 'ini', 'kredivo', 'sudah', 'hampir', 'tahun', 'menggunakan', 'kredivo', 'semoga', 'tidak', 'ada', 'kendala', 'kedepannya', 'karena', 'buat', 'jaga', 'jika', 'akhir', 'bulan', 'membutuhkan', 'dana', 'mendadak', 'sukses', 'terus', 'kredivo']",mantap banget ini kredivo sudah hampir tahun guna kredivo moga tidak ada kendala depan karena buat jaga jika akhir bulan butuh dana dadak sukses terus kredivo
"['bagus', 'tapi', 'sayang', 'limit', 'pinjaman', 'sedikit', 'se', 'akan', 'akan', 'takut', 'nggak', 'bisa', 'bayar', 'pinjaman', 'nya', 'padahal', 'pembayaran', 'selalu', 'tepat', 'waktu']",bagus tapi sayang limit pinjam sedikit se akan akan takut nggak bisa bayar pinjam nya padahal bayar selalu tepat waktu
['keren'],keren
"['baru', 'mau', 'coba']",baru mau coba
"['bagus', 'juga', 'tpi', 'cma', 'diawal', 'setelah', 'itu', 'susah', 'untk', 'transaksi', 'katanya', 'untuk', 'keamanan', 'akun', 'saya', 'juga', 'bingun', 'tolong', 'lebih', 'jelilah', 'untuk', 'nasabah', 'yang', 'bagus', 'membayar']",bagus juga tpi cma awal telah itu susah untk transaksi kata untuk aman akun saya juga bingun tolong lebih jeli untuk nasabah yang bagus bayar
"['alhamdulillah', 'kredivo', 'pulsa', 'nya', 'pinjaman', 'cicilan', 'nya', 'jg', 'saya', 'sangat', 'puas', 'sekali', 'sangat', 'kebantu', 'skli', 'pokonya', 'kredivo', 'is', 'the', 'best', 'smg', 'saya', 'terus', 'dapat', 'kepercayaan', 'terus', 'dan', 'saya', 'akan', 'terus', 'mempertahankan', 'nya', 'jg', 'dan', 'akan', 'terus', 'menjaga', 'pembayaran', 'nya', 'terimakadih', 'kredivo']",alhamdulillah kredivo pulsa nya pinjam cicil nya jg saya sangat puas sekali sangat bantu skli poko kredivo is the best smg saya terus dapat percaya terus dan saya akan terus tahan nya jg dan akan terus jaga bayar nya terimakadih kredivo
['oke'],oke
"['limite', 'masih', 'banyak', 'hanya', 'karena', 'top', 'up', 'ewallet', 'ribu', 'limite', 'tidak', 'bisa', 'lagi', 'digunakan', 'dengan', 'alasan', 'demi', 'menjaga', 'keamanan', 'akun', 'sunggu', 'mengecewakan', 'mohon', 'diperbaiki', 'itu', 'systemnya']",limite masih banyak hanya karena top up ewallet ribu limite tidak bisa lagi guna dengan alas demi jaga aman akun sunggu kecewa mohon baik itu systemnya
"['saya', 'kasih', 'bintang', 'semoga', 'pesan', 'saya', 'ini', 'sampai', 'kepada', 'pemimpin', 'kredivo', 'sdh', 'sebulan', 'limit', 'kredivo', 'saya', 'tidak', 'bisa', 'digunakan', 'padahal', 'saya', 'tidak', 'pernah', 'telat', 'dan', 'selalu', 'bayar', 'sebelum', 'jatuh', 'tempo', 'tapi', 'tidak', 'bisa', 'melakukan', 'transaksi', 'terima', 'kasih']",saya kasih bintang moga pesan saya ini sampai kepada pimpin kredivo sdh bulan limit kredivo saya tidak bisa guna padahal saya tidak pernah telat dan selalu bayar belum jatuh tempo tapi tidak bisa laku transaksi terima kasih
"['sangat', 'membantu']",sangat bantu
"['sangat', 'membantu', 'sekali']",sangat bantu sekali
"['apk', 'pinjaman', 'aneh', 'tenor', 'bulan', 'telat', 'brp', 'hari', 'dari', 'tempo', 'aja', 'udah', 'ditangguhkan', 'padahal', 'selalu', 'bayar', 'jadi', 'ngapain', 'ada', 'promo', 'tenor', 'bulan', 'sebaiknya', 'jangan', 'ada', 'yang', 'pinjaman', 'atau', 'kredit', 'di', 'apk', 'ini', 'ya', 'kredit', 'rebu', 'hari', 'ditelpon', 'sampe', 'diancam', 'hubungi', 'semua', 'kontak', 'kita', 'kacau', 'apk', 'ini']",apk pinjam aneh tenor bulan telat brp hari dari tempo aja udah tangguh padahal selalu bayar jadi ngapain ada promo tenor bulan baik jangan ada yang pinjam atau kredit di apk ini ya kredit rebu hari telpon sampe ancam hubung semua kontak kita kacau apk ini
"['setiap', 'akan', 'melakukan', 'transaksi', 'selalu', 'di', 'tangguhkan', 'dengan', 'alasan', 'terjadi', 'isu', 'keamanan', 'pada', 'akun', 'dan', 'akun', 'masuk', 'mode', 'investigasi', 'kita', 'di', 'suruh', 'nunggu', 'dan', 'nyoba', 'lagi', 'tapi', 'sampai', 'kapan', 'sudah', 'berapa', 'kali', 'seperti', 'itu', 'kita', 'di', 'lempar', 'sana', 'sini', 'untuk', 'minta', 'bantuan', 'tapi', 'tidak', 'ada', 'bantuan', 'ketika', 'akun', 'pulih', 'dari', 'mode', 'investigasi', 'dan', 'akan', 'melakukan', 'transaksi', 'lagi', 'akun', 'kita', 'akan', 'masuk', 'mode', 'investigasi', 'lagi', 'seperti', 'itu', 'terus', 'tidaka', 'ada', 'solusi', 'sama', 'sekali']",tiap akan laku transaksi selalu di tangguh dengan alas jadi isu aman pada akun dan akun masuk mode investigasi kita di suruh nunggu dan nyoba lagi tapi sampai kapan sudah berapa kali seperti itu kita di lempar sana sini untuk minta bantu tapi tidak ada bantu ketika akun pulih dari mode investigasi dan akan laku transaksi lagi akun kita akan masuk mode investigasi lagi seperti itu terus tidaka ada solusi sama sekali
"['ga', 'nyangka', 'proses', 'begitu', 'cepat', 'kredivo', 'permintaan', 'sy', 'langsung', 'cair', 'alhamdulillah', 'ya', 'allah', 'terimakasih', 'kredivo', 'semoga', 'selalu', 'menjaga', 'kepercayaan', 'pelayanan', 'yg', 'terbaik', 'bagi', 'nasabah', 'nya', 'dan', 'paling', 'terpercaya', 'tentunya', 'godluck']",ga nyangka proses begitu cepat kredivo minta sy langsung cair alhamdulillah ya allah terimakasih kredivo moga selalu jaga percaya layan yg baik bagi nasabah nya dan paling percaya tentu godluck
"['br', 'bayar', 'lagi', 'cicilan', 'baru', 'saya', 'sangat', 'lancar', 'terima', 'kasih', 'kredivo', 'atas', 'pelayanannya', 'yang', 'baik', 'sampai', 'after', 'sales', 'servicenya', 'semoga', 'konsisten', 'yaa', 'kredivo', 'dan', 'sampai', 'hari', 'ini', 'maret', 'pelayanan', 'kredivo', 'terbukti', 'konsisten', 'baik', 'semoga', 'setelah', 'selesai', 'kewajiban', 'ini', 'kita', 'tetap', 'bisa', 'terus', 'saling', 'support']",br bayar lagi cicil baru saya sangat lancar terima kasih kredivo atas layan yang baik sampai after sales servicenya moga konsisten yaa kredivo dan sampai hari ini maret layan kredivo bukti konsisten baik moga telah selesai wajib ini kita tetap bisa terus saling support
"['kredivo', 'sekarang', 'kenapa', 'ya', 'banyak', 'banget', 'ngambek', 'nya', 'bikin', 'kesel', 'terus', 'bayar', 'lancar', 'tapi', 'limit', 'nya', 'ga', 'balik', 'terus', 'jadi', 'susah', 'buat', 'transaksi', 'lagi', 'dari', 'kemarin', 'ngajuin', 'keluhan', 'engga', 'ada', 'jawaban', 'sama', 'sekali', 'bikin', 'kesel', 'ajja', 'jadi', 'nya', 'tolong', 'respon', 'dong', 'kredivo', 'jangan', 'kaya', 'gini', 'terus', 'ampe', 'kapan', 'seribet', 'ini', 'mohon', 'jawabannya', 'yah']",kredivo sekarang kenapa ya banyak banget ngambek nya bikin kesel terus bayar lancar tapi limit nya ga balik terus jadi susah buat transaksi lagi dari kemarin ngajuin keluh engga ada jawab sama sekali bikin kesel ajja jadi nya tolong respon dong kredivo jangan kaya gin terus ampe kapan seribet ini mohon jawab yah
"['bunga', 'ringan', 'proses', 'nya', 'gampang', 'limit', 'nya', 'tinggi', 'untuk', 'belanja', 'mantap', 'sekali', 'gak', 'sia', 'sia', 'saya', 'pakai', 'kredivo', 'selama', 'ini']",bunga ringan proses nya gampang limit nya tinggi untuk belanja mantap sekali gak sia sia saya pakai kredivo lama ini
"['tolong', 'ya', 'pihak', 'kredivo', 'kasih', 'tau', 'tuh', 'dc', 'nya', 'klo', 'nagih', 'udah', 'ketok', 'pintu', 'rumah', 'orang', 'jangan', 'asal', 'di', 'buka', 'aja', 'emang', 'sop', 'penagihan', 'nya', 'gitu', 'ya', 'buruk', 'sekali', 'ntar', 'lama', 'klo', 'kaya', 'gitu', 'trus', 'tgl', 'di', 'teriakin', 'maling', 'biar', 'di', 'gebukin', 'massa', 'kadang', 'kan', 'orang', 'lagi', 'tidur', 'atw', 'lagu', 'di', 'kamar', 'mandi', 'gk', 'denger', 'ya', 'sabar', 'gitu', 'loh', 'jangan', 'asal', 'buka', 'pintu', 'rumah', 'orang']",tolong ya pihak kredivo kasih tau tuh dc nya klo nagih udah ketok pintu rumah orang jangan asal di buka aja emang sop tagih nya gitu ya buruk sekali ntar lama klo kaya gitu trus tgl di teriakin maling biar di gebukin massa kadang kan orang lagi tidur atw lagu di kamar mandi gk denger ya sabar gitu loh jangan asal buka pintu rumah orang
"['aplikasi', 'ini', 'memang', 'sudah', 'lama', 'saya', 'pakai', 'transaksi', 'tetapi', 'ribed', 'jika', 'bayar', 'sebelum', 'waktu', 'nya', 'malah', 'ditangguhkan', 'bahkan', 'sampai', 'terblokir', 'permanen', 'tolong', 'pertimbangkan', '&', 'perbaiki', 'management', 'aturan', 'aplikasi', 'nya', 'seharusnya', 'bayar', 'lebih', 'cepat', 'malah', 'lebih', 'bagus', 'ini', 'malah', 'sampai', 'diblokir', 'permanen']",aplikasi ini memang sudah lama saya pakai transaksi tetapi ribed jika bayar belum waktu nya malah tangguh bahkan sampai blokir permanen tolong timbang  baik management atur aplikasi nya harus bayar lebih cepat malah lebih bagus ini malah sampai blokir permanen
"['udah', 'daftarnya', 'muantap', 'pengajuannya', 'cepat', 'di', 'acc', 'dan', 'cair', 'walaupun', 'msh', 'limitnya', 'kecil', 'pelayanannya', 'baik', 'walapun', 'limitnya', 'msh', 'kecil', 'muantap', 'dech', 'kredivo', 'aplikasi', 'yg', 'gampang', 'daftar', 'nya']",udah daftar muantap aju cepat di acc dan cair walaupun msh limit kecil layan baik walapun limit msh kecil muantap dech kredivo aplikasi yg gampang daftar nya
"['udah', 'bayar', 'pelunasan', 'sisa', 'tagihan', 'selesai', 'bayar', 'akun', 'di', 'blokir', 'secara', 'permanen', 'hati', 'hati', 'semua', 'cukup', 'saya', 'di', 'jadikan', 'korban', 'padahal', 'dari', 'riwayat', 'pembayaran', 'bagus', 'hanya', 'telat', 'dalam', 'sesi', 'itupun', 'hari', 'sebelumnya', 'belum', 'pernah', 'telat', 'bayar', 'selalu', 'lebih', 'awal', 'alhasil', 'balesan', 'kredivo', 'seperti', 'ini', 'thx']",udah bayar lunas sisa tagih selesai bayar akun di blokir cara permanen hati hati semua cukup saya di jadi korban padahal dari riwayat bayar bagus hanya telat dalam sesi itu hari belum belum pernah telat bayar selalu lebih awal alhasil balesan kredivo seperti ini thx
"['pengambilan', 'pinjaman', 'tgl', 'jatuh', 'tempo', 'tgl', 'why']",ambil pinjam tgl jatuh tempo tgl why
"['aplikasi', 'taik', 'semua', 'uda', 'diisi', 'malah', 'gak', 'bisa', 'ngajuin', 'pinjaman', 'padahal', 'gak', 'pernah', 'minjam', 'online', 'dari', 'manapun']",aplikasi taik semua uda isi malah gak bisa ngajuin pinjam padahal gak pernah minjam online dari mana
"['kenapa', 'setiap', 'sy', 'buka', 'aplikasi', 'ini', 'tuk', 'melihat', 'tagihan', 'selalu', 'muter', 'tidak', 'bs', 'di', 'akses', 'tapi', 'tuk', 'tampilan', 'awal', 'beranda', 'bisa', 'kuota', '&', 'jaringan', 'internet', 'bagus', 'bagaimana', 'sy', 'bs', 'cek', 'tagihan', '&', 'bayar', 'jika', 'mengakses', 'aplikasi', 'ini', 'sulit', 'sekali', 'harap', 'sgera', 'di', 'perbaiki', 'sblm', 'jatuh', 'tempo', 'ini']",kenapa tiap sy buka aplikasi ini tuk lihat tagih selalu muter tidak bs di akses tapi tuk tampil awal beranda bisa kuota  jaring internet bagus bagaimana sy bs cek tagih  bayar jika akses aplikasi ini sulit sekali harap sgera di baik sblm jatuh tempo ini
['buruk'],buruk
[],
"['aplikasi', 'kredivo', 'saya', 'tidak', 'bisa', 'di', 'buka', 'selalu', 'keluar', 'sendiri', 'dan', 'tertulis', 'api', 'hook', 'itu', 'kenapa', 'ya', 'saya', 'juga', 'ga', 'tau', 'harus', 'lapor', 'kemana', 'padahal', 'pembayaran', 'saya', 'aman', 'selalu', 'tolong', 'dibantu']",aplikasi kredivo saya tidak bisa di buka selalu keluar sendiri dan tulis api hook itu kenapa ya saya juga ga tau harus lapor mana padahal bayar saya aman selalu tolong bantu
"['dendanya', 'besar']",denda besar
"['dengan', 'kredivo', 'jadi', 'terbantu', 'disaat', 'tertentu', 'mudah', 'dan', 'sangat', 'kompetitif', 'biaya', 'nya', 'hanya', 'menaikkan', 'limit', 'perlu', 'kesabaran', 'ekstra', 'mungkin', 'team', 'verifikasi', 'punya', 'standar', 'yang', 'tinggi', 'untuk', 'jadi', 'perhatian', 'saja', 'terima', 'kasih']",dengan kredivo jadi bantu saat tentu mudah dan sangat kompetitif biaya nya hanya naik limit perlu sabar ekstra mungkin team verifikasi punya standar yang tinggi untuk jadi perhati saja terima kasih
"['aplikasi', 'ini', 'sangat', 'membantu', 'bagi', 'yg', 'membutuhkan', 'dan', 'saya', 'sangat', 'puas', 'proses', 'cepat', 'dan', 'tidak', 'ribet', 'hanya', 'hitungan', 'menit', 'dana', 'langsung', 'cair', 'trimakasih', 'kredivo']",aplikasi ini sangat bantu bagi yg butuh dan saya sangat puas proses cepat dan tidak ribet hanya hitung menit dana langsung cair trimakasih kredivo
"['sangat', 'tidak', 'rekomendasi', 'saya', 'telat', 'membayar', 'cicilan', 'hanya', 'satu', 'hari', 'saja', 'sdh', 'di', 'kenakan', 'denda', 'dan', 'tambahan', 'cicilan', 'di', 'bulan', 'berikutnya', 'yang', 'seharusnya', 'sdh', 'lunas', 'di', 'bulan', 'ke', 'ditambah', 'lagi', 'angsuran', 'nya', 'bulan', 'total', 'saya', 'harus', 'bayar', 'tujuh', 'bulan', 'gila', 'benar', 'rampok', 'ini', 'saat', 'request', 'angsuran', 'tidak', 'ada', 'penjelasan', 'mengenai', 'denda', 'dan', 'penambahan', 'anggaran', 'jika', 'telat', 'bayar']",sangat tidak rekomendasi saya telat bayar cicil hanya satu hari saja sdh di kena denda dan tambah cicil di bulan ikut yang harus sdh lunas di bulan ke tambah lagi angsur nya bulan total saya harus bayar tujuh bulan gila benar rampok ini saat request angsur tidak ada jelas kena denda dan tambah anggar jika telat bayar
['mntap'],mntap
"['terimakasih', 'kredivo', 'berkat', 'aplikasi', 'ini', 'saya', 'yg', 'ada', 'kebutuhan', 'mendesak', 'karena', 'anak', 'sakit', 'jadi', 'ada', 'dana', 'semoga', 'ke', 'depannya', 'semakin', 'sukses', 'untuk', 'kredivo', 'saya', 'akan', 'tepat', 'waktu', 'membayarnya', 'walaupun', 'dgn', 'mencicil', 'terimakasih', 'karena', 'sudah', 'sangat', 'membantu', 'keluarga', 'kami']",terimakasih kredivo berkat aplikasi ini saya yg ada butuh desak karena anak sakit jadi ada dana moga ke depan makin sukses untuk kredivo saya akan tepat waktu bayar walaupun dgn cicil terimakasih karena sudah sangat bantu keluarga kami
"['sangat', 'profesional']",sangat profesional
"['baru', 'ini', 'akun', 'di', 'blokir', 'permanen', 'saya', 'konfirmasi', 'ke', 'cs', 'kredivo', 'katanya', 'adanya', 'isu', 'transaksi', 'isu', 'transaksi', 'di', 'mana', 'yaa', 'padahal', 'saya', 'cuma', 'ambil', 'pinjaman', 'saja', 'dan', 'membeli', 'hp', 'di', 'shopee', 'lantas', 'pembayaran', 'terlambat', 'bulan', 'ketika', 'di', 'lunasi', 'malah', 'di', 'blokir', 'permanen', 'kok', 'tim', 'analis', 'sensitif', 'sekali', 'yaa', 'mungkin', 'ada', 'baiknya', 'saya', 'tidak', 'boleh', 'berhutang', 'kali', 'yaa']",baru ini akun di blokir permanen saya konfirmasi ke cs kredivo kata ada isu transaksi isu transaksi di mana yaa padahal saya cuma ambil pinjam saja dan beli hp di shopee lantas bayar lambat bulan ketika di lunas malah di blokir permanen kok tim analis sensitif sekali yaa mungkin ada baik saya tidak boleh hutang kali yaa
[],
"['parah', 'beli', 'barang', 'di', 'cancel', 'akun', 'saya', 'langsung', 'diblokir', 'permanen']",parah beli barang di cancel akun saya langsung blokir permanen
"['gak', 'kecewa', 'pakek', 'aplikasi', 'kredivo', 'peminjaman', 'mudah', 'dan', 'kalau', 'teratur', 'yang', 'bayar', 'limit', 'juga', 'cepet', 'naik', 'pokok', 'semakin', 'maju', 'buat', 'kredivo', 'sangat', 'membantu', 'kebutuhan', 'mendesak']",gak kecewa pakek aplikasi kredivo pinjam mudah dan kalau atur yang bayar limit juga cepet naik pokok makin maju buat kredivo sangat bantu butuh desak
"['tolong', 'lah', 'pihak', 'kredivo', 'saya', 'sudah', 'membayar', 'dari', 'tgl', 'namun', 'di', 'aplikasi', 'belum', 'terverifikasi', 'terbayar', 'dan', 'masih', 'ada', 'tagihan', 'sekelas', 'keedivo', 'sistemnya', 'buruk']",tolong lah pihak kredivo saya sudah bayar dari tgl namun di aplikasi belum verifikasi bayar dan masih ada tagih kelas keedivo sistem buruk
"['pengajuan', 'ditolak', 'dong', 'alasan', 'pinjaman', 'cma', 'pembayaran', 'sekalipun', 'gak', 'pernah', 'telat', 'malah', 'lunas', 'sebelum', 'waktunya', 'pasti', 'suruh', 'hub', 'lwt', 'email', 'cs', 'dan', 'itu', 'pun', 'ga', 'ada', 'solusi', 'setelah', 'hub', 'cs', 'tetap', 'gak', 'bisa', 'pinjam', 'kalo', 'isu', 'keamanan', 'transaksi', 'bisa', 'di', 'cek', 'history', 'pinjaman', 'dan', 'bisa', 'dilihat', 'apa', 'pernah', 'telat', 'dalam', 'pembayaran', 'dan', 'sudah', 'berapa', 'kali', 'saya', 'menggunakan', 'kredivo']",aju tolak dong alas pinjam cma bayar sekalipun gak pernah telat malah lunas belum waktu pasti suruh hub lwt email cs dan itu pun ga ada solusi telah hub cs tetap gak bisa pinjam kalo isu aman transaksi bisa di cek history pinjam dan bisa lihat apa pernah telat dalam bayar dan sudah berapa kali saya guna kredivo
"['baru', 'ini', 'saya', 'download', 'aplikasi', 'kredivo', 'pas', 'mau', 'daftar', 'ada', 'notifikasi', 'bahwa', 'saya', 'pernah', 'daftar', 'akun', 'aneh', 'padahal', 'baru', 'ini', 'saya', 'mau', 'coba', 'daftar', 'gak', 'jelas', 'aplikasi', 'ini']",baru ini saya download aplikasi kredivo pas mau daftar ada notifikasi bahwa saya pernah daftar akun aneh padahal baru ini saya mau coba daftar gak jelas aplikasi ini
['terbaik'],baik
"['kalau', 'bisa', 'diperbaiki', 'ne', 'mind', 'penaikan', 'limit', 'saldo', 'harus', 'dilihat', 'dari', 'kesetiaan', 'nasabah', 'membayar', 'pinjaman', 'ya', 'ke', 'kredivo', 'seperti', 'aplikasi', 'aeon', 'limit', 'ya', 'naik', 'terus', 'ini', 'malah', 'nasabah', 'selalu', 'mengajukan', 'kenaikan', 'limit', 'saldo', 'dengan', 'mengunggah', 'kartu', 'npwp', 'dengan', 'nominal', 'gaji', 'setidaknya', 'dilihat', 'dari', 'reward', 'nasabah', 'ya', 'yg', 'rajin', 'membayar', 'pinjaman', 'ya', 'itu', 'saja', 'mind', 'dari', 'saya', 'siapanya', 'kredivo', 'bisa', 'memberikan', 'kemudahan', 'bagi', 'saya', 'mengkredit', 'barang', 'yang', 'diperlukan', 'dengan', 'nominal', 'tertinggi']",kalau bisa baik ne mind naik limit saldo harus lihat dari setia nasabah bayar pinjam ya ke kredivo seperti aplikasi aeon limit ya naik terus ini malah nasabah selalu aju naik limit saldo dengan unggah kartu npwp dengan nominal gaji tidak lihat dari reward nasabah ya yg rajin bayar pinjam ya itu saja mind dari saya siapa kredivo bisa beri mudah bagi saya kredit barang yang perlu dengan nominal tinggi
"['awal', 'pinjaman', 'tenor', 'bulan', 'bulan', 'ke', 'dan', 'jatuh', 'tempo', 'tgl', 'saya', 'bayar', 'di', 'tgl', 'pas', 'bulan', 'ke', 'terakhir', 'terlambat', 'hari', 'dan', 'di', 'bayar', 'tgl', 'karena', 'trouble', 'kemusibahan', 'eh', 'malah', 'dapet', 'nilai', 'aneh', 'dikira', 'mau', 'di', 'kasih', 'lagi', 'atau', 'minimal', 'nilai', 'nya', 'ini', 'malah', 'dan', 'susah', 'kembali', 'alias', 'lama', 'dan', 'kapan', 'bisa', 'pengajuan', 'kembali', 'nya', 'jangan', 'php', 'kalau', 'di', 'kasih', 'yah', 'per', 'quick', 'donk']",awal pinjam tenor bulan bulan ke dan jatuh tempo tgl saya bayar di tgl pas bulan ke akhir lambat hari dan di bayar tgl karena trouble musibah eh malah dapet nilai aneh kira mau di kasih lagi atau minimal nilai nya ini malah dan susah kembali alias lama dan kapan bisa aju kembali nya jangan php kalau di kasih yah per quick donk
"['sgt', 'kebantu', 'kredivo', 'bagi', 'sy', 'buat', 'blanja', 'kebutuhan', 'serta', 'bl', 'pulsa', 'token', 'trima', 'kasih', 'banyak', 'kredivo', 'byr', 'nya', 'lancar', 'limit', 'juga', 'lancar', 'naik', 'lbh', 'bsr']",sgt bantu kredivo bagi sy buat blanja butuh serta bl pulsa token trima kasih banyak kredivo byr nya lancar limit juga lancar naik lbh bsr
"['simple', 'mudah', 'dlm', 'hal', 'sgla', 'transaksi', 'mantaplah', 'halloo', 'kredivo', 'semuanya', 'sdh', 'ok', 'mudh', 'dlm', 'sgala', 'hal', 'transaksi', 'tp', 'klau', 'bolh', 'mo', 'ksih', 'masukn', 'knp', 'fitur', 'top', 'up', 'uang', 'elekronik', 'blm', 'ada', 'untk', 'money', 'atau', 'yg', 'sejnisny', 'thankyou']",simple mudah dlm hal sgla transaksi mantap halloo kredivo semua sdh ok mudh dlm sgala hal transaksi tp klau bolh mo ksih masukn knp fitur top up uang elekronik blm ada untk money atau yg sejnisny thankyou
"['dapat', 'poins', 'dipakai', 'tukar', 'eng', 'bisa', 'semau', 'setengah', 'nya', 'lsung', 'hilang', 'kalau', 'mau', 'kasih', 'yg', 'bemar', 'poins', 'nya', 'jgm', 'lsung', 'hilang', 'sisa', 'nya', 'habis', 'pakai']",dapat poins pakai tukar eng bisa mau tengah nya lsung hilang kalau mau kasih yg bar poins nya jgm lsung hilang sisa nya habis pakai
"['sangat', 'puas', 'thanks', 'kredivo', 'slalu', 'ada', 'buat', 'kalian', 'solusi', 'terbaik', 'thanks', 'suksek', 'selalu', 'sangat', 'membantu', 'dan', 'bunga', 'ringan', 'kali', 'aja', 'nnti', 'bunga', 'pinjaman', 'lebih', 'kecil', 'dan', 'tidak', 'ada', 'potongan', 'admin', 'smoga', 'ditambah', 'limitenya', 'smakin', 'jaya', 'kredivogo', 'go', 'go', 'mantul']",sangat puas thanks kredivo slalu ada buat kalian solusi baik thanks suksek selalu sangat bantu dan bunga ringan kali aja nnti bunga pinjam lebih kecil dan tidak ada potong admin smoga tambah limitenya smakin jaya kredivogo go go mantul
"['pembayaran', 'belum', 'pernah', 'nunggak', 'belum', 'pernah', 'cacat', 'sebelum', 'jatoh', 'tempo', 'suka', 'langsung', 'di', 'bayar', 'tapi', 'pas', 'ngajuin', 'lagi', 'malah', 'di', 'blokir', 'hari', 'aneh', 'sangat']",bayar belum pernah nunggak belum pernah cacat belum jatoh tempo suka langsung di bayar tapi pas ngajuin lagi malah di blokir hari aneh sangat
