Stemming,negasi
belanja mudah ga pake ribet ga di survey ga tanya ini itu pokok mudah dan gampang yo kita guna kredivo biar belanja butuh lebih mudah dan gampang,"['belanja', 'mudah', 'ga', 'pake', 'ribet', 'ga', 'di', 'survey', 'ga', 'tanya', 'ini', 'itu', 'pokok', 'mudah', 'dan', 'gampang', 'yo', 'kita', 'guna', 'kredivo', 'biar', 'belanja', 'butuh', 'lebih', 'mudah', 'dan', 'gampang']"
kredivo ada  bisa kembang karena konsumen jadi ikan layan yg baik untuk konsumen dari awal tahun sampai sekarang sy tdk bisa laku transaksi apa limit cukup  konfirmasi ke cs selalu karena system,"['kredivo', 'ada', '', 'bisa', 'kembang', 'karena', 'konsumen', 'jadi', 'ikan', 'layan', 'yg', 'baik', 'untuk', 'konsumen', 'dari', 'awal', 'tahun', 'sampai', 'sekarang', 'sy', 'tdk', 'bisa', 'laku', 'transaksi', 'apa', 'limit', 'cukup', '', 'konfirmasi', 'ke', 'cs', 'selalu', 'karena', 'system']"
transaksi mudah cepat ka kenapa ya belanja di toped sekarang kalo pake kredivo ribet bgt mending kaya dulu langsung pilih kredivo di bayar sekarang harus via briva ribet susah jadi males belanja tolong dong sistem nya kaya dulu lagi,"['transaksi', 'mudah', 'cepat', 'ka', 'kenapa', 'ya', 'belanja', 'di', 'toped', 'sekarang', 'kalo', 'pake', 'kredivo', 'ribet', 'bgt', 'mending', 'kaya', 'dulu', 'langsung', 'pilih', 'kredivo', 'di', 'bayar', 'sekarang', 'harus', 'via', 'briva', 'ribet', 'susah', 'jadi', 'males', 'belanja', 'tolong', 'dong', 'sistem', 'nya', 'kaya', 'dulu', 'lagi']"
saya turunin bintang karna limit banyak tapi ga bisa dipake apa dgn alas aman akun terus padahal akun aman saja dulu klo lg urgent buat token pulsa bisa andal tapi skrg isi pulsa ribu pun tak bisa dgn alas aman akun terus,"['saya', 'turunin', 'bintang', 'karna', 'limit', 'banyak', 'tapi', 'ga', 'bisa', 'dipake', 'apa', 'dgn', 'alas', 'aman', 'akun', 'terus', 'padahal', 'akun', 'aman', 'saja', 'dulu', 'klo', 'lg', 'urgent', 'buat', 'token', 'pulsa', 'bisa', 'andal', 'tapi', 'skrg', 'isi', 'pulsa', 'ribu', 'pun', 'tidak_bisa', 'dgn', 'alas', 'aman', 'akun', 'terus']"
limit banyak tapi gak bisa guna apa guna dong percuma tau gak sih padahal selalu tepat waktu bayar tapi tiap mo transaksi atau ngajuin pinjam tolak maaf saya kasih bintang saja,"['limit', 'banyak', 'tapi', 'tidak_bisa', 'guna', 'apa', 'guna', 'dong', 'percuma', 'tau', 'tidak_sih', 'padahal', 'selalu', 'tepat', 'waktu', 'bayar', 'tapi', 'tiap', 'mo', 'transaksi', 'atau', 'ngajuin', 'pinjam', 'tolak', 'maaf', 'saya', 'kasih', 'bintang', 'saja']"
aplikasi baik,"['aplikasi', 'baik']"
tahun lebih pake kredivo tapi gakpernah naik limit otomatis gilir ada naik limit ngirim npwp malah di tolak dan aneh skor kredit jadi turun dulu skor skrg jadi padahal bayar gakpernah telat gak ada riwayat jelek pakai kredivo memang bener aneh nilai kredivo,"['tahun', 'lebih', 'pake', 'kredivo', 'tapi', 'gakpernah', 'naik', 'limit', 'otomatis', 'gilir', 'ada', 'naik', 'limit', 'ngirim', 'npwp', 'malah', 'di', 'tolak', 'dan', 'aneh', 'skor', 'kredit', 'jadi', 'turun', 'dulu', 'skor', 'skrg', 'jadi', 'padahal', 'bayar', 'gakpernah', 'telat', 'tidak_ada', 'riwayat', 'jelek', 'pakai', 'kredivo', 'memang', 'bener', 'aneh', 'nilai', 'kredivo']"
terimakasih kredivo telah akun saya premium untuk naik ke level tinggi yaitu jawara fleksibel kok jadi susah ya krn tdk dapat naik limit lagi padahal saya bayar tdk pernah telat loh tolong di tinjau kembali ya,"['terimakasih', 'kredivo', 'telah', 'akun', 'saya', 'premium', 'untuk', 'naik', 'ke', 'level', 'tinggi', 'yaitu', 'jawara', 'fleksibel', 'kok', 'jadi', 'susah', 'ya', 'krn', 'tdk', 'dapat', 'naik', 'limit', 'lagi', 'padahal', 'saya', 'bayar', 'tdk', 'pernah', 'telat', 'loh', 'tolong', 'di', 'tinjau', 'kembali', 'ya']"
kredivo sangat bantu tapi saya harap kredivo bisa jadi lebih baik bunga nya dan biaya admin bisa kecil lagi kalian bakal nyesal kalau tidak download kredivo kredivo sangat bantu untuk dana darurat,"['kredivo', 'sangat', 'bantu', 'tapi', 'saya', 'harap', 'kredivo', 'bisa', 'jadi', 'lebih', 'baik', 'bunga', 'nya', 'dan', 'biaya', 'admin', 'bisa', 'kecil', 'lagi', 'kalian', 'bakal', 'nyesal', 'kalau', 'tidak_download', 'kredivo', 'kredivo', 'sangat', 'bantu', 'untuk', 'dana', 'darurat']"
kenapa ya kredivo untuk laku transaksi tdk bisa pdhl limit cicil bulan masih banyak tp tdk bisa bayar selalu tepat waktu tdk pernah lambat di bilang tdk di setujuin,"['kenapa', 'ya', 'kredivo', 'untuk', 'laku', 'transaksi', 'tdk', 'bisa', 'pdhl', 'limit', 'cicil', 'bulan', 'masih', 'banyak', 'tp', 'tdk', 'bisa', 'bayar', 'selalu', 'tepat', 'waktu', 'tdk', 'pernah', 'lambat', 'di', 'bilang', 'tdk', 'di', 'setujuin']"
sulit aju lagi,"['sulit', 'aju', 'lagi']"
oke nanti saya mau ngajak doi kawan ke apk ini lalu saya akan bilang pada mereka begini di apk ini kita beri limit awal lalu suruh transaksi dgn limit itu dan suruh nunggu update lama bln itu pun blm tentu tuju update bisa kamu suruh nunggu lagi bln hhaha,"['oke', 'nanti', 'saya', 'mau', 'ngajak', 'doi', 'kawan', 'ke', 'apk', 'ini', 'lalu', 'saya', 'akan', 'bilang', 'pada', 'mereka', 'begini', 'di', 'apk', 'ini', 'kita', 'beri', 'limit', 'awal', 'lalu', 'suruh', 'transaksi', 'dgn', 'limit', 'itu', 'dan', 'suruh', 'nunggu', 'update', 'lama', 'bln', 'itu', 'pun', 'blm', 'tentu', 'tuju', 'update', 'bisa', 'kamu', 'suruh', 'nunggu', 'lagi', 'bln', 'hhaha']"
percuma limit ada tapi tidak bisa transaksi dengan qris hanya beli token dan paket data saja yang bisa untuk fitur lain tidak bisa di guna selalu transaksi tidak sah tolong di baik,"['percuma', 'limit', 'ada', 'tapi', 'tidak_bisa', 'transaksi', 'dengan', 'qris', 'hanya', 'beli', 'token', 'dan', 'paket', 'data', 'saja', 'yang', 'bisa', 'untuk', 'fitur', 'lain', 'tidak_bisa', 'di', 'guna', 'selalu', 'transaksi', 'tidak_sah', 'tolong', 'di', 'baik']"
hari ini jujur kecewa banged sih sama aplikasi kredivo dari awal udah percaya banged cuma sama aplikasi kredivo dari awal pinjem juga lunas sama sekali ga pernah telat dan hari sy sudah laku bayar cicil belum jatuh tempo tapi tetap aja limit kredivo sy tidak kembali tolong di perbaikin sistem bagaimana sy mau beri nilai kalo sistem aja belum bener,"['hari', 'ini', 'jujur', 'kecewa', 'banged', 'sih', 'sama', 'aplikasi', 'kredivo', 'dari', 'awal', 'udah', 'percaya', 'banged', 'cuma', 'sama', 'aplikasi', 'kredivo', 'dari', 'awal', 'pinjem', 'juga', 'lunas', 'sama', 'sekali', 'ga', 'pernah', 'telat', 'dan', 'hari', 'sy', 'sudah', 'laku', 'bayar', 'cicil', 'belum', 'jatuh', 'tempo', 'tapi', 'tetap', 'aja', 'limit', 'kredivo', 'sy', 'tidak_kembali', 'tolong', 'di', 'perbaikin', 'sistem', 'bagaimana', 'sy', 'mau', 'beri', 'nilai', 'kalo', 'sistem', 'aja', 'belum', 'bener']"
saran aja buat kredivo kl bisa limit nya jgn di batas per hari bulan bulan bulan jd kl mau blnj agak susah kadang linit hari cukup apalagi yg bulan udah pake sekali bisa pake lagi kudu lunas dl saran aja kyk di belah limit global sekian juta sy malah suka pake yg dr aku  sering sy pake mau blnj tgl pilih tenor nya dari bulan bulan bulan bulan,"['saran', 'aja', 'buat', 'kredivo', 'kl', 'bisa', 'limit', 'nya', 'jgn', 'di', 'batas', 'per', 'hari', 'bulan', 'bulan', 'bulan', 'jd', 'kl', 'mau', 'blnj', 'agak', 'susah', 'kadang', 'linit', 'hari', 'cukup', 'apalagi', 'yg', 'bulan', 'udah', 'pake', 'sekali', 'bisa', 'pake', 'lagi', 'kudu', 'lunas', 'dl', 'saran', 'aja', 'kyk', 'di', 'belah', 'limit', 'global', 'sekian', 'juta', 'sy', 'malah', 'suka', 'pake', 'yg', 'dr', 'aku', '', 'sering', 'sy', 'pake', 'mau', 'blnj', 'tgl', 'pilih', 'tenor', 'nya', 'dari', 'bulan', 'bulan', 'bulan', 'bulan']"
puas gak puas nikmat aja soal kredivo ntah blom bisa atau emang gak bisa lagi di guna kita gak tau padahal bayar belum jatuh tempo bayar sudah lunas,"['puas', 'tidak_puas', 'nikmat', 'aja', 'soal', 'kredivo', 'ntah', 'blom', 'bisa', 'atau', 'emang', 'tidak_bisa', 'lagi', 'di', 'guna', 'kita', 'tidak_tau', 'padahal', 'bayar', 'belum', 'jatuh', 'tempo', 'bayar', 'sudah', 'lunas']"
awal awal bagus makin kesini semua transaksi dikredivo nga bisa dan kredivo score kredit malah turun sendiri jadi nga bisa digunain lagi aplikasi kredivonya,"['awal', 'awal', 'bagus', 'makin', 'kesini', 'semua', 'transaksi', 'dikredivo', 'nga', 'bisa', 'dan', 'kredivo', 'score', 'kredit', 'malah', 'turun', 'sendiri', 'jadi', 'nga', 'bisa', 'digunain', 'lagi', 'aplikasi', 'kredivonya']"
woow bagus banget aplikasi ini sangat sederhana tapi begitu sangat bantu karena mau tolong kali kali ketika saya butuh aplikasi kredivo ini sangat bantu dan saya tidak percaya omong jelek orang tentang aplikasi ini karena lama saya guna dari tahun belum pernah jadi kendala apa karena selalu bayar tepat waktu,"['woow', 'bagus', 'banget', 'aplikasi', 'ini', 'sangat', 'sederhana', 'tapi', 'begitu', 'sangat', 'bantu', 'karena', 'mau', 'tolong', 'kali', 'kali', 'ketika', 'saya', 'butuh', 'aplikasi', 'kredivo', 'ini', 'sangat', 'bantu', 'dan', 'saya', 'tidak_percaya', 'omong', 'jelek', 'orang', 'tentang', 'aplikasi', 'ini', 'karena', 'lama', 'saya', 'guna', 'dari', 'tahun', 'belum', 'pernah', 'jadi', 'kendala', 'apa', 'karena', 'selalu', 'bayar', 'tepat', 'waktu']"
promo nya gak bisa di pake semua bohong vocer nya gak bisa di guna semua bohong,"['promo', 'nya', 'tidak_bisa', 'di', 'pake', 'semua', 'bohong', 'vocer', 'nya', 'tidak_bisa', 'di', 'guna', 'semua', 'bohong']"
keren,['keren']
sangat jelek atur gak jelas guna point pada transaksi dan jika transaksi nya batal point ikut hangus kira point dpt nya cuma kali sangat payah,"['sangat', 'jelek', 'atur', 'tidak_jelas', 'guna', 'point', 'pada', 'transaksi', 'dan', 'jika', 'transaksi', 'nya', 'batal', 'point', 'ikut', 'hangus', 'kira', 'point', 'dpt', 'nya', 'cuma', 'kali', 'sangat', 'payah']"
cepat sekali dana cair tidak sampai menit sudah di tuju apalagi fitur bayar lewat qris paling cepat proses cicil barang di shopee tidak pake lama semua serba instant sangat manfaat sekali telah tunggu bulan akhir akun saya cara otomatis naik ke level premium dulu dapat juta tenor bulan sekarang juta dengan tenor bulan dan ada juga yang bulan juta dan masih banyak fitur di seri premium ini wow terima kasih kredivo,"['cepat', 'sekali', 'dana', 'cair', 'tidak_sampai', 'menit', 'sudah', 'di', 'tuju', 'apalagi', 'fitur', 'bayar', 'lewat', 'qris', 'paling', 'cepat', 'proses', 'cicil', 'barang', 'di', 'shopee', 'tidak_pake', 'lama', 'semua', 'serba', 'instant', 'sangat', 'manfaat', 'sekali', 'telah', 'tunggu', 'bulan', 'akhir', 'akun', 'saya', 'cara', 'otomatis', 'naik', 'ke', 'level', 'premium', 'dulu', 'dapat', 'juta', 'tenor', 'bulan', 'sekarang', 'juta', 'dengan', 'tenor', 'bulan', 'dan', 'ada', 'juga', 'yang', 'bulan', 'juta', 'dan', 'masih', 'banyak', 'fitur', 'di', 'seri', 'premium', 'ini', 'wow', 'terima', 'kasih', 'kredivo']"
kredivo sangat bantu sekali dalam hidup saya dan saya udah lama pakai kredivo tapi knp limit saya paling tinggi segitu gitu aja ga nambah malah kita bayar cepat malah limit turun terus pinjam paling lama bulan di tingkat lagi bos saya selalu setia sama kredivo tetap jadi yg baik,"['kredivo', 'sangat', 'bantu', 'sekali', 'dalam', 'hidup', 'saya', 'dan', 'saya', 'udah', 'lama', 'pakai', 'kredivo', 'tapi', 'knp', 'limit', 'saya', 'paling', 'tinggi', 'segitu', 'gitu', 'aja', 'ga', 'nambah', 'malah', 'kita', 'bayar', 'cepat', 'malah', 'limit', 'turun', 'terus', 'pinjam', 'paling', 'lama', 'bulan', 'di', 'tingkat', 'lagi', 'bos', 'saya', 'selalu', 'setia', 'sama', 'kredivo', 'tetap', 'jadi', 'yg', 'baik']"
tingkat,['tingkat']
baik,['baik']
sangat bantu dengan aplikasi ini bunga pinjam dan kredit paling murah dari aplikasi yang lainyya alhamdulillah akan saya tahan aplikasi yang satu ini moga makin sukses untuk kredivo,"['sangat', 'bantu', 'dengan', 'aplikasi', 'ini', 'bunga', 'pinjam', 'dan', 'kredit', 'paling', 'murah', 'dari', 'aplikasi', 'yang', 'lainyya', 'alhamdulillah', 'akan', 'saya', 'tahan', 'aplikasi', 'yang', 'satu', 'ini', 'moga', 'makin', 'sukses', 'untuk', 'kredivo']"
kecewa bgt sama kredivo kena tipu atas nama kredivo tp gak ada selesai sama sekali dan tetep harus bayar oke lah aku bayar gilir udah di bayar saldo rekening sudah potong tp tagih belum bayar lagi yang salah customer cust service gak gercep suruh nunggu hari kerja payah bgt kredivo sudah cukup sampai sini saja padahal saya sudah lama guna kredivo,"['kecewa', 'bgt', 'sama', 'kredivo', 'kena', 'tipu', 'atas', 'nama', 'kredivo', 'tp', 'tidak_ada', 'selesai', 'sama', 'sekali', 'dan', 'tetep', 'harus', 'bayar', 'oke', 'lah', 'aku', 'bayar', 'gilir', 'udah', 'di', 'bayar', 'saldo', 'rekening', 'sudah', 'potong', 'tp', 'tagih', 'belum', 'bayar', 'lagi', 'yang', 'salah', 'customer', 'cust', 'service', 'tidak_gercep', 'suruh', 'nunggu', 'hari', 'kerja', 'payah', 'bgt', 'kredivo', 'sudah', 'cukup', 'sampai', 'sini', 'saja', 'padahal', 'saya', 'sudah', 'lama', 'guna', 'kredivo']"
sekarang saya kasih bintang yah karna jujur sangat bantu banget tapi kalau bisa saya mau tenor untuk belanja nya jangan hari lah yah paling tidak sama sama tenor cicil pinjam bulan kalau cuma hari terlalu berat yah buat saya terima kasih,"['sekarang', 'saya', 'kasih', 'bintang', 'yah', 'karna', 'jujur', 'sangat', 'bantu', 'banget', 'tapi', 'kalau', 'bisa', 'saya', 'mau', 'tenor', 'untuk', 'belanja', 'nya', 'tidak_hari', 'lah', 'yah', 'paling', 'tidak_sama', 'sama', 'tenor', 'cicil', 'pinjam', 'bulan', 'kalau', 'cuma', 'hari', 'terlalu', 'berat', 'yah', 'buat', 'saya', 'terima', 'kasih']"
bintang kurang dulu sekarang karena ga bisa transaksi kata sifat aju skrg jelek kredivo susah limit gede jg percuma hehehe,"['bintang', 'kurang', 'dulu', 'sekarang', 'karena', 'ga', 'bisa', 'transaksi', 'kata', 'sifat', 'aju', 'skrg', 'jelek', 'kredivo', 'susah', 'limit', 'gede', 'jg', 'percuma', 'hehehe']"
tiap bulan bayar selalu tepat waktu bahkan minggu lagi mau jatuh tempo udah saya bayar semua tagih nya cicil lama bln nya langsung saya lunasin tapi kenapa limit nya gk pernah tambah padahal udh hampir bln lebih pake aplikasi nya tolong lah di perhati buat kalian admin nya naik kan limit langsung bagai bentuk apresiasi kalian bagi coustomer yg selalu bayar ontime kalian aja saya harga saya kasih bintang tolong di harga ya terima kasih,"['tiap', 'bulan', 'bayar', 'selalu', 'tepat', 'waktu', 'bahkan', 'minggu', 'lagi', 'mau', 'jatuh', 'tempo', 'udah', 'saya', 'bayar', 'semua', 'tagih', 'nya', 'cicil', 'lama', 'bln', 'nya', 'langsung', 'saya', 'lunasin', 'tapi', 'kenapa', 'limit', 'nya', 'gk', 'pernah', 'tambah', 'padahal', 'udh', 'hampir', 'bln', 'lebih', 'pake', 'aplikasi', 'nya', 'tolong', 'lah', 'di', 'perhati', 'buat', 'kalian', 'admin', 'nya', 'naik', 'kan', 'limit', 'langsung', 'bagai', 'bentuk', 'apresiasi', 'kalian', 'bagi', 'coustomer', 'yg', 'selalu', 'bayar', 'ontime', 'kalian', 'aja', 'saya', 'harga', 'saya', 'kasih', 'bintang', 'tolong', 'di', 'harga', 'ya', 'terima', 'kasih']"
terimakasih banyak kepada kredivo telah mudah saya untuk laku transaksi bayar cara online maupun offline sangat bantu sekali terimakasih kredivo catat untuk kredivo jika di respon saya sangat berterimakasih sekali tolong di saat waktu bayar atau telah telat sd hari mohon denda hari di kecil lagi untuk nyaman sama mohon responnya terimakasih,"['terimakasih', 'banyak', 'kepada', 'kredivo', 'telah', 'mudah', 'saya', 'untuk', 'laku', 'transaksi', 'bayar', 'cara', 'online', 'maupun', 'offline', 'sangat', 'bantu', 'sekali', 'terimakasih', 'kredivo', 'catat', 'untuk', 'kredivo', 'jika', 'di', 'respon', 'saya', 'sangat', 'berterimakasih', 'sekali', 'tolong', 'di', 'saat', 'waktu', 'bayar', 'atau', 'telah', 'telat', 'sd', 'hari', 'mohon', 'denda', 'hari', 'di', 'kecil', 'lagi', 'untuk', 'nyaman', 'sama', 'mohon', 'responnya', 'terimakasih']"
costumer servicenya kurang product knowledge zero handling complain no solution kalo ada kendala padahal virtual account milik corporate bukan orang jika ada salah input va harus dana bisa kembali dengan cara retur from bank tanpa hubung user kalo ada ratus bahkan ribu debitur salah input va bisa tajir ni regulasi cukup pertama dan akhir pinjol no rekomen dapet reward di tgl januari sampe skrg hadiah gak nyampe gak tau deh cuma php aja atau gmna,"['costumer', 'servicenya', 'kurang', 'product', 'knowledge', 'zero', 'handling', 'complain', 'no', 'solution', 'kalo', 'ada', 'kendala', 'padahal', 'virtual', 'account', 'milik', 'corporate', 'tidak_orang', 'jika', 'ada', 'salah', 'input', 'va', 'harus', 'dana', 'bisa', 'kembali', 'dengan', 'cara', 'retur', 'from', 'bank', 'tanpa', 'hubung', 'user', 'kalo', 'ada', 'ratus', 'bahkan', 'ribu', 'debitur', 'salah', 'input', 'va', 'bisa', 'tajir', 'ni', 'regulasi', 'cukup', 'pertama', 'dan', 'akhir', 'pinjol', 'no', 'rekomen', 'dapet', 'reward', 'di', 'tgl', 'januari', 'sampe', 'skrg', 'hadiah', 'tidak_nyampe', 'tidak_tau', 'deh', 'cuma', 'php', 'aja', 'atau', 'gmna']"
alhamdulillah saya rasa bantu lama beberapa tahun ini saya pun selalu pakai kredivo untuk bayar beli limit juga di naik karna selalu belanja pakai limit kredivo makasih kredivo sudah percaya saya lama ini,"['alhamdulillah', 'saya', 'rasa', 'bantu', 'lama', 'beberapa', 'tahun', 'ini', 'saya', 'pun', 'selalu', 'pakai', 'kredivo', 'untuk', 'bayar', 'beli', 'limit', 'juga', 'di', 'naik', 'karna', 'selalu', 'belanja', 'pakai', 'limit', 'kredivo', 'makasih', 'kredivo', 'sudah', 'percaya', 'saya', 'lama', 'ini']"
syaang banget sekarang kredivo knpa gak bisa di paje di cicil tokopedia padahal saya sudah lama pake dan jadi langgan,"['syaang', 'banget', 'sekarang', 'kredivo', 'knpa', 'tidak_bisa', 'di', 'paje', 'di', 'cicil', 'tokopedia', 'padahal', 'saya', 'sudah', 'lama', 'pake', 'dan', 'jadi', 'langgan']"
sgt mmbntu untuk putar modal usaha tapi telah saya lunas malah tidak bisa aju pinjam tunai dan harus tunggu lama bulan depan tolong bijak paling tidak jam lah kalo memang harus tunggu telah bayar ini sampai bulan lama,"['sgt', 'mmbntu', 'untuk', 'putar', 'modal', 'usaha', 'tapi', 'telah', 'saya', 'lunas', 'malah', 'tidak_bisa', 'aju', 'pinjam', 'tunai', 'dan', 'harus', 'tunggu', 'lama', 'bulan', 'depan', 'tolong', 'bijak', 'paling', 'tidak_jam', 'lah', 'kalo', 'memang', 'harus', 'tunggu', 'telah', 'bayar', 'ini', 'sampai', 'bulan', 'lama']"
ketika dalam sulit kuang kredivo bisa jadi salah satu solusi untuk mengcover sementara butuh kita trima kasih kredivo,"['ketika', 'dalam', 'sulit', 'kuang', 'kredivo', 'bisa', 'jadi', 'salah', 'satu', 'solusi', 'untuk', 'mengcover', 'sementara', 'butuh', 'kita', 'trima', 'kasih', 'kredivo']"
saya cuma pakai uang pinjam pas bener bener pepet aja dan nggak pernah buat butuh belanja hari pakai kredivo uang bisa cepat cair dan limit lumayan besar proses bayar kredit juga cepat,"['saya', 'cuma', 'pakai', 'uang', 'pinjam', 'pas', 'bener', 'bener', 'pepet', 'aja', 'dan', 'nggak', 'pernah', 'buat', 'butuh', 'belanja', 'hari', 'pakai', 'kredivo', 'uang', 'bisa', 'cepat', 'cair', 'dan', 'limit', 'lumayan', 'besar', 'proses', 'bayar', 'kredit', 'juga', 'cepat']"
kecewa,['kecewa']
telah lunas hutang dari aplikasi ini akan saya uninstall saya blom pernah telat bayar di aplikasi ini gara akan jatuh tempo beberapa jam saja saya di telpon terus terus hampir celaka alias tabrak saya benar syok jadi itu,"['telah', 'lunas', 'hutang', 'dari', 'aplikasi', 'ini', 'akan', 'saya', 'uninstall', 'saya', 'blom', 'pernah', 'telat', 'bayar', 'di', 'aplikasi', 'ini', 'gara', 'akan', 'jatuh', 'tempo', 'beberapa', 'jam', 'saja', 'saya', 'di', 'telpon', 'terus', 'terus', 'hampir', 'celaka', 'alias', 'tabrak', 'saya', 'benar', 'syok', 'jadi', 'itu']"
recommend,['recommend']
kenapa akun saya sudah lama dan hampir tahun dan sering di guna buat transaksi belanja tapi kenapa limit mentok di angka jt dan kalau upgrade limit slalu di tolak nunggu bulan lagi dan upgrade juga di tolak sampai sekarang padahal sudah isi data npwp atau internet bangking dan limit gak pernah naik,"['kenapa', 'akun', 'saya', 'sudah', 'lama', 'dan', 'hampir', 'tahun', 'dan', 'sering', 'di', 'guna', 'buat', 'transaksi', 'belanja', 'tapi', 'kenapa', 'limit', 'mentok', 'di', 'angka', 'jt', 'dan', 'kalau', 'upgrade', 'limit', 'slalu', 'di', 'tolak', 'nunggu', 'bulan', 'lagi', 'dan', 'upgrade', 'juga', 'di', 'tolak', 'sampai', 'sekarang', 'padahal', 'sudah', 'isi', 'data', 'npwp', 'atau', 'internet', 'bangking', 'dan', 'limit', 'tidak_pernah', 'naik']"
awal saya sangat recommended ni aplikasi karena murah dan ya sangat bantu sekali tapi tiba akun saya ditaguhkan gk tau kenapa dan telah saya lunas semua tagih bahkan yang bom saat bayar saya bayar malah blokir permanen mohon jelas dong kredipal,"['awal', 'saya', 'sangat', 'recommended', 'ni', 'aplikasi', 'karena', 'murah', 'dan', 'ya', 'sangat', 'bantu', 'sekali', 'tapi', 'tiba', 'akun', 'saya', 'ditaguhkan', 'gk', 'tau', 'kenapa', 'dan', 'telah', 'saya', 'lunas', 'semua', 'tagih', 'bahkan', 'yang', 'bom', 'saat', 'bayar', 'saya', 'bayar', 'malah', 'blokir', 'permanen', 'mohon', 'jelas', 'dong', 'kredipal']"
udh ngambil beberapa limit masih jt tenor bulan aduh ini gimana atuh mana udh di bayar semua kirain bakal dapet jtan kecewaa banget sama kredivo cicil ga pernah telat sama sekali,"['udh', 'ngambil', 'beberapa', 'limit', 'masih', 'jt', 'tenor', 'bulan', 'aduh', 'ini', 'gimana', 'atuh', 'mana', 'udh', 'di', 'bayar', 'semua', 'kirain', 'bakal', 'dapet', 'jtan', 'kecewaa', 'banget', 'sama', 'kredivo', 'cicil', 'ga', 'pernah', 'telat', 'sama', 'sekali']"
mantap tapi limit belum tambah lagi padahal bayar selalu tepat waktu jauh ini so far so good lah moga limit bisa tambah lagi dan cicil bisa sampai bulan,"['mantap', 'tapi', 'limit', 'belum', 'tambah', 'lagi', 'padahal', 'bayar', 'selalu', 'tepat', 'waktu', 'jauh', 'ini', 'so', 'far', 'so', 'good', 'lah', 'moga', 'limit', 'bisa', 'tambah', 'lagi', 'dan', 'cicil', 'bisa', 'sampai', 'bulan']"
dulu pernah daftar tapi selalu gagal tidak pernah lolos verifikasi padahal terang semua lengkap tapi gagal terus turut saya bukan mudah promosi aplikasi ini,"['dulu', 'pernah', 'daftar', 'tapi', 'selalu', 'gagal', 'tidak_pernah', 'lolos', 'verifikasi', 'padahal', 'terang', 'semua', 'lengkap', 'tapi', 'gagal', 'terus', 'turut', 'saya', 'tidak_mudah', 'promosi', 'aplikasi', 'ini']"
masih belum bisa transaksi beli kembali sudah dihub dengan email maupun cs tapi belum ada tangan lanjut mohon bantu agar bisa transaksi beli kembali karena saya guna lama kenapa tidak bisa guna,"['masih', 'belum', 'bisa', 'transaksi', 'beli', 'kembali', 'sudah', 'dihub', 'dengan', 'email', 'maupun', 'cs', 'tapi', 'belum', 'ada', 'tangan', 'lanjut', 'mohon', 'bantu', 'agar', 'bisa', 'transaksi', 'beli', 'kembali', 'karena', 'saya', 'guna', 'lama', 'kenapa', 'tidak_bisa', 'guna']"
aplikasi ribet limit besar data valid akun aktiv tp tidak bis transaksi mau tingkat transaksi bagaimana mau transaksi saja tidak bisa selalu demi aman akun anda lebih baik unistal saja,"['aplikasi', 'ribet', 'limit', 'besar', 'data', 'valid', 'akun', 'aktiv', 'tp', 'tidak_bis', 'transaksi', 'mau', 'tingkat', 'transaksi', 'bagaimana', 'mau', 'transaksi', 'saja', 'tidak_bisa', 'selalu', 'demi', 'aman', 'akun', 'anda', 'lebih', 'baik', 'unistal', 'saja']"
saya sudah lunas cicil hari ini dan laku transaksi pinjam ulang di aplikasi transaksi sudah hasil dan cicil mulai bulan depan tetapi saya tidak dapat notifikasi di email atau whatsapp begitu juga dengan uang yang transfer tidak ada notifikasi hasil atau tidak,"['saya', 'sudah', 'lunas', 'cicil', 'hari', 'ini', 'dan', 'laku', 'transaksi', 'pinjam', 'ulang', 'di', 'aplikasi', 'transaksi', 'sudah', 'hasil', 'dan', 'cicil', 'mulai', 'bulan', 'depan', 'tetapi', 'saya', 'tidak_dapat', 'notifikasi', 'di', 'email', 'atau', 'whatsapp', 'begitu', 'juga', 'dengan', 'uang', 'yang', 'transfer', 'tidak_ada', 'notifikasi', 'hasil', 'atau', 'tidak_']"
kurang nya jatuh tempo tidak stabil di tgl yang sama contoh kalo kredit tgl ya harus nya jatuh tempo tgl juga biar saya selalu ingat pas tanggal bayar ini yang jadi tanggal jatuh tempo ganti ganti contoh tgl jatuh tempo di aplikasi akulaku itu selalu setabil di tgl yang sama,"['kurang', 'nya', 'jatuh', 'tempo', 'tidak_stabil', 'di', 'tgl', 'yang', 'sama', 'contoh', 'kalo', 'kredit', 'tgl', 'ya', 'harus', 'nya', 'jatuh', 'tempo', 'tgl', 'juga', 'biar', 'saya', 'selalu', 'ingat', 'pas', 'tanggal', 'bayar', 'ini', 'yang', 'jadi', 'tanggal', 'jatuh', 'tempo', 'ganti', 'ganti', 'contoh', 'tgl', 'jatuh', 'tempo', 'di', 'aplikasi', 'akulaku', 'itu', 'selalu', 'setabil', 'di', 'tgl', 'yang', 'sama']"
