content,cleansing
"kenapa sih naik limitnya mesti harus lunas dulu cicilannya, padahal selalu bayar lebih cepat dari waktu cicilan yg tertera. ayo dong kredivo agak fleksibel napa sih biar semakin enak nih pakai App nya. akun saya lama pny loh, tp limit tidak naik2.",kenapa sih naik limitnya mesti harus lunas dulu cicilannya  padahal selalu bayar lebih cepat dari waktu cicilan yg tertera  ayo dong kredivo agak fleksibel napa sih biar semakin enak nih pakai App nya  akun saya lama pny loh  tp limit tidak naik
Sangat puas,Sangat puas
"Tagihan sudah di lunasi tapi akun masih di tangguhkan permanen , gimana sih ini 😡",Tagihan sudah di lunasi tapi akun masih di tangguhkan permanen gimana sih ini 
Sebelum nya saya terkendala transaksi yg selalu gagal.. tapi sekarang udah bisa melakukan top up pinjaman . Hanya saja terkadang belum sampai limit ny habis sudah tidak di izinkan lagi melakukan pinjaman 🤕,Sebelum nya saya terkendala transaksi yg selalu gagal tapi sekarang udah bisa melakukan top up pinjaman Hanya saja terkadang belum sampai limit ny habis sudah tidak di izinkan lagi melakukan pinjaman 
terimakasih kredivo sudah banyak membantu sekarang beli pulsa udah dan cepat cicilan dan limit pinjaman bs sampai 6 bulan..smoga kedepannya limit pinjman bs sampai 12 bulan. smoga lancar ke depannya dan mempunyai banyak fitur baru terimakasih,terimakasih kredivo sudah banyak membantu sekarang beli pulsa udah dan cepat cicilan dan limit pinjaman bs sampai bulan  smoga kedepannya limit pinjman bs sampai bulan  smoga lancar ke depannya dan mempunyai banyak fitur baru terimakasih
"Sudah coba daftar berkali-kali tapi tidak pernah di ACC ... Sudah sesuai semua data tapi langsung penolakan padahal belum pernah pinjol,, parah gilaaa",Sudah coba daftar berkali kali tapi tidak pernah di ACC Sudah sesuai semua data tapi langsung penolakan padahal belum pernah pinjol parah gila
Sumpah nyesel bgt jaga kredit score bagus. Ga pernah telat sama sekali giliran lunas diajukan lagi ga bisa dengan alesan bla bla malah diblokir sampe 1 bulan limit ku,Sumpah nyesel bgt jaga kredit score bagus  Ga pernah telat sama sekali giliran lunas diajukan lagi ga bisa dengan alesan bla bla malah diblokir sampe bulan limit ku
"Saya pengguna kredivo sejak lama, tdk pernah ada masalah. Kecuali bulan november ini ada keterlambatan pembayaran 153.000. Tolong dikondisikan lagi untuk DC nya tidak usah wa dg bahasa yg tidak enak. Saya tahu lewajiban saya, saya sudah sampaikan akan byr awal bulan desember. Tapi DC nya kaya macam aplikasi ilagal saja bahasanya.",Saya pengguna kredivo sejak lama  tdk pernah ada masalah  Kecuali bulan november ini ada keterlambatan pembayaran Tolong dikondisikan lagi untuk DC nya tidak usah wa dg bahasa yg tidak enak  Saya tahu lewajiban saya  saya sudah sampaikan akan byr awal bulan desember  Tapi DC nya kaya macam aplikasi ilagal saja bahasanya
Sangat baik,Sangat baik
"Sangat amat kecewa , saya pengguna lama sejak 2015 perhari ini flexi saya ditutup , sebelumnya kredit score saya juga berturut turut turun , padahal ga pernah ada keterlambatan dimanapun , ketika tagihan lunas saya tidak mau lagi pakai kredivo , anda kehilangan customer loyal anda , thx",Sangat amat kecewa saya pengguna lama sejak perhari ini flexi saya ditutup sebelumnya kredit score saya juga berturut turut turun padahal ga pernah ada keterlambatan dimanapun ketika tagihan lunas saya tidak mau lagi pakai kredivo anda kehilangan customer loyal anda thx
Ringkas no ribet ribet,Ringkas no ribet ribet
Sarang premanisme,Sarang premanisme
Mau tanya kenapq yah akun saya tidak bisa d pakai dengan alasan keamanan transaksi Padahal sudah lunas hanya karna awal nya scoe B turun jadi D gara gara telat 3minggu ketika sudah d lunasi malah ga bisa d pakai udh hampir sebulan,Mau tanya kenapq yah akun saya tidak bisa pakai dengan alasan keamanan transaksi Padahal sudah lunas hanya karna awal nya scoe turun jadi gara gara telat  minggu ketika sudah lunasi malah ga bisa pakai udh hampir sebulan
Sangat membantu sekali,Sangat membantu sekali
Sudah beberapa bulan pakai kredivo malah gak bisa transaksi. Gak berguna!!! Selalu tidak disetujui dari transaksi kecil samai besar. Padahal limit aktif dan tersedia. Terimakasih aja dah,Sudah beberapa bulan pakai kredivo malah gak bisa transaksi  Gak berguna Selalu tidak disetujui dari transaksi kecil samai besar  Padahal limit aktif dan tersedia  Terimakasih aja dah
"Semoga kredivo menjadi amanah terus dan semoga menjadi terbaik dalam pinjaman Untuk transaksi mudah dan cepat, semoga kredivo selalu amanah",Semoga kredivo menjadi amanah terus dan semoga menjadi terbaik dalam pinjaman Untuk transaksi mudah dan cepat  semoga kredivo selalu amanah
"Abis update loading lama banget,trus pembayaran pinjaman,ga muncul,gimana dong udah deket mau pembayaran lagi,jangan sampai kena denda gara2 ga bisa kebuka yah aplikasinya..",Abis update loading lama banget trus pembayaran pinjaman ga muncul gimana dong udah deket mau pembayaran lagi jangan sampai kena denda gara  ga bisa kebuka yah aplikasinya
Emang kredivo gk jelas uda bayar tepat waktu tiba tiba gk bisa transaksi kan lucu. Kecuali pernah telat ya wajar. Nyesal gua make apk kredivo gk jelas,Emang kredivo gk jelas uda bayar tepat waktu tiba tiba gk bisa transaksi kan lucu  Kecuali pernah telat ya wajar  Nyesal gua make apk kredivo gk jelas
Baru pertama kali saya di telpon terus sama kredivo padahal jatuh tempo tinggal beberapa jam lagi dan saya blom pernah telat.di telponnya waktu saya sedang berkendara hampir kecelakaan saya syok dengan kejadian itu.setelah lunas.akan saya hapus aplikasi kredivo.,Baru pertama kali saya di telpon terus sama kredivo padahal jatuh tempo tinggal beberapa jam lagi dan saya blom pernah telat di telponnya waktu saya sedang berkendara hampir kecelakaan saya syok dengan kejadian itu setelah lunas akan saya hapus aplikasi kredivo
Luar biasa,Luar biasa
Sangat mudah dan sangat membantu dan tidak mencekik untuk penagiahn nya kalau bisa limit nya di tambah kan dan sangat berterima kasih untuk mempercayai saya sebagai pelanggan kredivo saya sangat berterima kasih dan aplikasi nya sangat mudah,Sangat mudah dan sangat membantu dan tidak mencekik untuk penagiahn nya kalau bisa limit nya di tambah kan dan sangat berterima kasih untuk mempercayai saya sebagai pelanggan kredivo saya sangat berterima kasih dan aplikasi nya sangat mudah
"Dendanya terlalu mahal, baru telat 1hari dendam langsung diatas 80rb 1harinya",Dendanya terlalu mahal  baru telat  hari dendam langsung diatas  rb  harinya
Cukup 5 aj,Cukup aj
"Dulu Kredivo aplikasi pinjaman paling hebat. Tapi sekarang kredivo paling² buruk di antara aplikasi pinjaman yang lain.. Notifikasi sehari puluhan kali di suruh transaksi. Eh pas mau transaksi selalu gagal, gagal, gagal dan gagal lagi.. punya modal ga sih nih kredivo..? Kalo sudah bisa transaksi lagi, nanti saya kasih bintang 7 deh",Dulu Kredivo aplikasi pinjaman paling hebat  Tapi sekarang kredivo paling buruk di antara aplikasi pinjaman yang lain Notifikasi sehari puluhan kali di suruh transaksi  Eh pas mau transaksi selalu gagal  gagal  gagal dan gagal lagi punya modal ga sih nih kredivo Kalo sudah bisa transaksi lagi  nanti saya kasih bintang deh
Kenapa aplikasinya eror susah di klik dan kedip². Mau bayar jd g bisa. Nnt klo lewat jatuh tempo kena denda. Padahal mah aplikasinya yg busuk.,Kenapa aplikasinya eror susah di klik dan kedip  Mau bayar jd bisa  Nnt klo lewat jatuh tempo kena denda  Padahal mah aplikasinya yg busuk
"Tks kredivo,, proses nya mudah, acc nya cepat.. Semoga kedepan nya lebih baik dan lebih baik lagi... naik limit nya jga di mudahin",Tks kredivo proses nya mudah  acc nya cepat Semoga kedepan nya lebih baik dan lebih baik lagi naik limit nya jga di mudahin
Kalau bisa bunga nya agak dikurangi dikit min untuk pinjaman hehe.tapi bagus sih aplikasi nya mempermudah segala urusan pembayaran,Kalau bisa bunga nya agak dikurangi dikit min untuk pinjaman hehe tapi bagus sih aplikasi nya mempermudah segala urusan pembayaran
"Sangat responsip, sangat membantu",Sangat responsip  sangat membantu
bagaimana status pengaduan dengan nomer laporan KRED-461672 ? Sudah melewati estimasi waktu masih saja belum bisa terselesaikan masalah ini. Ketika di tanya selalu dengan jawaban template bantu follow up kembali. Masalah transaksi di kredivo berhasil tetapi di tiktok nya batal. Barang tidak keterima tagihan harus tetap di bayar. Scam yang terselubung Kapok belanja disini,bagaimana status pengaduan dengan nomer laporan KRED Sudah melewati estimasi waktu masih saja belum bisa terselesaikan masalah ini  Ketika di tanya selalu dengan jawaban template bantu follow up kembali  Masalah transaksi di kredivo berhasil tetapi di tiktok nya batal  Barang tidak keterima tagihan harus tetap di bayar  Scam yang terselubung Kapok belanja disini
"Ya allah,,allhamdulillah, di saat sy membutuhkan dana, secara otomatis akun saya telah di ugrade otomatis,semoga sy bisa pegang amanah,,semoga kredivo tambah jaya,akan sy pergunakan dengan baik limit , semoga lancar untuk pembayaran saya,",Ya allah  allhamdulillah  di saat sy membutuhkan dana  secara otomatis akun saya telah di ugrade otomatis semoga sy bisa pegang amanah  semoga kredivo tambah jaya akan sy pergunakan dengan baik limit semoga lancar untuk pembayaran saya
"lagi ada aplikasi kredivo mah pastinya saya akan sangat senang, berkali-kali nyoba aplikasi lain nggak pernah ada yang cocok dan ternyata emang cuma cocoknya sama aplikasi kredivo, aplikasi pinjaman online seperti ini jangan dianggurin deh. saya pun akan merekomendasikan aplikasi kredivo ini & salin reffp (rizzjgke) ini kepada teman-teman saya",lagi ada aplikasi kredivo mah pastinya saya akan sangat senang  berkali kali nyoba aplikasi lain nggak pernah ada yang cocok dan ternyata emang cuma cocoknya sama aplikasi kredivo  aplikasi pinjaman online seperti ini jangan dianggurin deh  saya pun akan merekomendasikan aplikasi kredivo ini & salin reffp  rizzjgke  ini kepada teman teman saya
Aplikasi ini sangat berbahaya. Indikasi penipuan dri org yg tidak bertanggung jawab tidak bisa di bantu dari call center. Saya tidak pernah transaksi tapi ada tagihan 900rb yg dibebankan. Dan yang lebih prahnya lagi tidak bisa di bantu dari call center untuk melepaskan tagihan. Apk tidak bertanggung jawab,Aplikasi ini sangat berbahaya  Indikasi penipuan dri org yg tidak bertanggung jawab tidak bisa di bantu dari call center  Saya tidak pernah transaksi tapi ada tagihan  rb yg dibebankan  Dan yang lebih prahnya lagi tidak bisa di bantu dari call center untuk melepaskan tagihan  Apk tidak bertanggung jawab
👌,
Awalnya saya kasih bintang 5 Krn memang sngt membantu..tp sekarang sy kasih bintang 2 karena sangat kecewa sekali..tidak sesuai dengan peraturannya yg katanya KL tagihan sudah dilunasi akun anda aktip lagi..eh knp setelah tagihan sy lunas malah akun sy di blokir permanen padahal sy g pernah telat bayar..tolong tim kredivo di cek lagi..KL akun sy dh bisa aktip lagi sy kasih bintang 5 lagi,Awalnya saya kasih bintang Krn memang sngt membantu  tp sekarang sy kasih bintang karena sangat kecewa sekali  tidak sesuai dengan peraturannya yg katanya KL tagihan sudah dilunasi akun anda aktip lagi  eh knp setelah tagihan sy lunas malah akun sy di blokir permanen padahal sy pernah telat bayar  tolong tim kredivo di cek lagi  KL akun sy dh bisa aktip lagi sy kasih bintang lagi
Semakin lama apk nya semakin ga jelas ada saldo ga bisa d gunakan aneh padahal selama ini pembayaran selalu tepat waktu tidak pernah telat padahal udah fleksibel udha senang token listrik kredit barang dll kumplit d sini tp semenjak saldo tidak bisa d pakai percuma,Semakin lama apk nya semakin ga jelas ada saldo ga bisa gunakan aneh padahal selama ini pembayaran selalu tepat waktu tidak pernah telat padahal udah fleksibel udha senang token listrik kredit barang dll kumplit sini tp semenjak saldo tidak bisa pakai percuma
Aplikasi gak guna...pinjaman gak di setujui tapi terus2an ngirim email buat apa coba...padahal sudah hapus data dan aplikasinya juga udah di hapus...atw jangan2 data saya gak di hapus yah...rungkad,Aplikasi gak guna pinjaman gak di setujui tapi terus an ngirim email buat apa coba padahal sudah hapus data dan aplikasinya juga udah di hapus atw jangan  data saya gak di hapus yah rungkad
terbaik,terbaik
Sangat baik,Sangat baik
"Susah payah kumpulin poin biar bisa dapat potongan harga, malah poin saya di ambil semua, kadaluarsa poin 2025, poin saya total ada 40.000, di transaksi saya 108.000 cmn bisa pakai poin 21.000 setelah di pakai trus cekout, ternyata selang 1 menit transaksi saya di tolak oleh sistem dana dikembalikan, tapi malahan poin 40.000 saya ludes entah kemana, saya cek transaksi ternyata terpakai semua padahal poin yg terpakai cmn 21.000, sisax kemana hilang semua TIDAK DIKEMBALIKAN",Susah payah kumpulin poin biar bisa dapat potongan harga  malah poin saya di ambil semua  kadaluarsa poin poin saya total ada di transaksi saya cmn bisa pakai poin setelah di pakai trus cekout  ternyata selang menit transaksi saya di tolak oleh sistem dana dikembalikan  tapi malahan poin saya ludes entah kemana  saya cek transaksi ternyata terpakai semua padahal poin yg terpakai cmn sisax kemana hilang semua TIDAK DIKEMBALIKAN
"B2 dulu. Karena saat proses pinjaman terlalu lama di transfer. Tetapi dihistory pembayaran sudah tertera list pembayaran.. parahmen. Kalo uang blm di TF, setidaknya di history jgn dulu di ksh history pembayaran. kredivo gak seperti dulu, saat meminjam, di TF ga sampe 5mnt..",dulu  Karena saat proses pinjaman terlalu lama di transfer  Tetapi dihistory pembayaran sudah tertera list pembayaran parahmen  Kalo uang blm di TF  setidaknya di history jgn dulu di ksh history pembayaran  kredivo gak seperti dulu  saat meminjam  di TF ga sampe  mnt
Sangat membantu,Sangat membantu
wkwkw dapet point 250rb .. pas transaksi baru berapa. detik dibayalin merchant katanya tapi di merchant masih nunggu pembayaran.. pointya ilang gitu aja aneh banget.. ga niat ngasih ini sih namanya,wkwkw dapet point  rb pas transaksi baru berapa  detik dibayalin merchant katanya tapi di merchant masih nunggu pembayaran pointya ilang gitu aja aneh banget ga niat ngasih ini sih namanya
baik sekali,baik sekali
Tingkatkan.,Tingkatkan
Mau bayar angsuran kenapa kok ngeblank buat klik bayar. Jaringan aman kok kenapa sih ini. Saya tdk mau pelunasan karena blm jatuh tempo. Nanti mau ambil lg tdk bisa pasti. Mana mau jatuh tempo lagi. Tolong perbaiki lagi sistemnya,Mau bayar angsuran kenapa kok ngeblank buat klik bayar  Jaringan aman kok kenapa sih ini  Saya tdk mau pelunasan karena blm jatuh tempo  Nanti mau ambil lg tdk bisa pasti  Mana mau jatuh tempo lagi  Tolong perbaiki lagi sistemnya
Tolong diperbaiki lagi sistem pelayananx...sya tidak bisa memakai limit pinjaman sya ...padahal tagihanx sdh sya bayar sebelumx ... Alasanx perbaikan sistem akun anda tidak bisa dipakai semntra...itu yg muncul dilayar hp setiap mau transaksi....tolong difollow up..,Tolong diperbaiki lagi sistem pelayananx sya tidak bisa memakai limit pinjaman sya padahal tagihanx sdh sya bayar sebelumx Alasanx perbaikan sistem akun anda tidak bisa dipakai semntra itu yg muncul dilayar hp setiap mau transaksi tolong difollow up
Oke sekali,Oke sekali
"Akun tiba"" d blokir permanen dengan alasan keamanan transaksi. Pdahal cma bli pulsa cek no nya bner ato ga lngsung d blokir....dengan alasan yang ga jelas.",Akun tiba blokir permanen dengan alasan keamanan transaksi  Pdahal cma bli pulsa cek no nya bner ato ga lngsung blokir dengan alasan yang ga jelas
Aplikasi yang benar benar mengubah sudut pandang saya selama ini khususnya untuk pinjol. Disini saya menemukan dan merasakan kemudahan dan beragam manfaat.,Aplikasi yang benar benar mengubah sudut pandang saya selama ini khususnya untuk pinjol  Disini saya menemukan dan merasakan kemudahan dan beragam manfaat
Aplikasi yg sangat membantu di saat kepeet... Dan banyak promonya.. Sampai saat ini.. Masih konsisten..,Aplikasi yg sangat membantu di saat kepeet Dan banyak promonya Sampai saat ini Masih konsisten
Knpa pendaftrnnya ditolak,Knpa pendaftrnnya ditolak
Bagus sebenar nya Kredivo ini Hanya saja pinjaman Kedua tidak bisa d gunakan lagi Sekarang hanya bisa digunakan untuk top up dan blnja aja Kredifazz nya gak bisa lagi,Bagus sebenar nya Kredivo ini Hanya saja pinjaman Kedua tidak bisa gunakan lagi Sekarang hanya bisa digunakan untuk top up dan blnja aja Kredifazz nya gak bisa lagi
